hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[32],tanh,50,0.1,256,0.7670477746018783
[32],tanh,50,0.1,512,0.7619436504695795
[32],tanh,50,0.01,16,0.7743977133523887
[32],tanh,50,0.01,32,0.768476929358922
[32],tanh,50,0.01,64,0.7552062066149449
[32],tanh,50,0.01,128,0.754185381788485
[32],tanh,50,0.01,256,0.7494895875867701
[32],tanh,50,0.01,512,0.7423438138015517
[32],tanh,50,0.001,16,0.7513270722743978
[32],tanh,50,0.001,32,0.750102082482646
[32],tanh,50,0.001,64,0.7329522253981217
[32],tanh,50,0.001,128,0.6906900775826869
[32],tanh,50,0.001,256,0.6910984075132707
[32],tanh,50,0.001,512,0.6868109432421396
[32],tanh,50,0.0001,16,0.6951817068191098
[32],tanh,50,0.0001,32,0.6910984075132707
[32],tanh,50,0.0001,64,0.6884442629644753
[32],tanh,50,0.0001,128,0.6255614536545528
[32],tanh,50,0.0001,256,0.6910984075132707
[32],tanh,50,0.0001,512,0.6582278481012658
[32],tanh,100,10.0,16,0.5898325847284606
[32],tanh,100,10.0,32,0.4734585545120457
[32],tanh,100,10.0,64,0.6755818701510821
[32],tanh,100,10.0,128,0.6988566761943651
[32],tanh,100,10.0,256,0.7290730910575746
[32],tanh,100,10.0,512,0.7762351980400163
[32],tanh,100,1.0,16,0.773172723560637
[32],tanh,100,1.0,32,0.689669252756227
[32],tanh,100,1.0,64,0.7937933850551245
[32],tanh,100,1.0,128,0.7997141690485913
[32],tanh,100,1.0,256,0.7911392405063291
[32],tanh,100,1.0,512,0.8031849734585546
[32],tanh,100,0.1,16,0.819722335647203
[32],tanh,100,0.1,32,0.7976725193956717
[32],tanh,100,0.1,64,0.8033891384238465
[32],tanh,100,0.1,128,0.7970600244997958
[32],tanh,100,0.1,256,0.7852184565128624
[32],tanh,100,0.1,512,0.7668436096365864
[32],tanh,100,0.01,16,0.7897100857492855
[32],tanh,100,0.01,32,0.7772560228664761
[32],tanh,100,0.01,64,0.7627603103307472
[32],tanh,100,0.01,128,0.7666394446712944
[32],tanh,100,0.01,256,0.7562270314414047
[32],tanh,100,0.01,512,0.7470396080032666
[32],tanh,100,0.001,16,0.7539812168231932
[32],tanh,100,0.001,32,0.7470396080032666
[32],tanh,100,0.001,64,0.7452021233156391
[32],tanh,100,0.001,128,0.7253981216823193
[32],tanh,100,0.001,256,0.71294405879951
[32],tanh,100,0.001,512,0.7043691302572479
[32],tanh,100,0.0001,16,0.7266231114740711
[32],tanh,100,0.0001,32,0.6829318089015924
[32],tanh,100,0.0001,64,0.680685994283381
[32],tanh,100,0.0001,128,0.6541445487954267
[32],tanh,100,0.0001,256,0.4804001633319722
[32],tanh,100,0.0001,512,0.6041241322988975
[32],tanh,250,10.0,16,0.48427929767251937
[32],tanh,250,10.0,32,0.5579828501429155
[32],tanh,250,10.0,64,0.6843609636586362
[32],tanh,250,10.0,128,0.7341772151898734
[32],tanh,250,10.0,256,0.7662311147407105
[32],tanh,250,10.0,512,0.7764393630053082
[32],tanh,250,1.0,16,0.7786851776235199
[32],tanh,250,1.0,32,0.541853817884851
[32],tanh,250,1.0,64,0.7872601061657819
[32],tanh,250,1.0,128,0.810330747243773
[32],tanh,250,1.0,256,0.8135973866884443
[32],tanh,250,1.0,512,0.8191098407513271
[32],tanh,250,0.1,16,0.7811351572070233
[32],tanh,250,0.1,32,0.8215598203348305
[32],tanh,250,0.1,64,0.8348305430788077
[32],tanh,250,0.1,128,0.8095140873826051
[32],tanh,250,0.1,256,0.8046141282155982
[32],tanh,250,0.1,512,0.7929767251939567
[32],tanh,250,0.01,16,0.8046141282155982
[32],tanh,250,0.01,32,0.79644752960392
[32],tanh,250,0.01,64,0.7872601061657819
[32],tanh,250,0.01,128,0.7719477337688853
[32],tanh,250,0.01,256,0.7664352797060024
[32],tanh,250,0.01,512,0.7556145365455288
[32],tanh,250,0.001,16,0.768476929358922
[32],tanh,250,0.001,32,0.7613311555737036
[32],tanh,250,0.001,64,0.754593711719069
[32],tanh,250,0.001,128,0.7478562678644345
[32],tanh,250,0.001,256,0.7343813801551654
[32],tanh,250,0.001,512,0.7172315230706411
[32],tanh,250,0.0001,16,0.7400979991833402
[32],tanh,250,0.0001,32,0.7309105757452021
[32],tanh,250,0.0001,64,0.7209064924458963
[32],tanh,250,0.0001,128,0.71294405879951
[32],tanh,250,0.0001,256,0.6425071457737852
[32],tanh,250,0.0001,512,0.6431196406696611
[64],linear,1,10.0,16,0.33483054307880766
[64],linear,1,10.0,32,0.33483054307880766
[64],linear,1,10.0,64,0.33483054307880766
[64],linear,1,10.0,128,0.33483054307880766
[64],linear,1,10.0,256,0.36913025724785625
[64],linear,1,10.0,512,0.356472029399755
[64],linear,1,1.0,16,0.6872192731727236
[64],linear,1,1.0,32,0.7490812576561862
[64],linear,1,1.0,64,0.7021233156390363
[64],linear,1,1.0,128,0.7045732952225399
[64],linear,1,1.0,256,0.7006941608819927
[64],linear,1,1.0,512,0.735810534912209
[64],linear,1,0.1,16,0.7053899550837076
[64],linear,1,0.1,32,0.7055941200489996
[64],linear,1,0.1,64,0.7523478971008575
[64],linear,1,0.1,128,0.745814618211515
[64],linear,1,0.1,256,0.7472437729685586
[64],linear,1,0.1,512,0.708452429563087
[64],linear,1,0.01,16,0.7537770518579012
[64],linear,1,0.01,32,0.7296855859534503
[64],linear,1,0.01,64,0.7327480604328297
[64],linear,1,0.01,128,0.6839526337280523
[64],linear,1,0.01,256,0.6596570028583095
[64],linear,1,0.01,512,0.5361371988566762
[64],linear,1,0.001,16,0.6584320130665577
[64],linear,1,0.001,32,0.6864026133115557
[64],linear,1,0.001,64,0.6547570436913026
[64],linear,1,0.001,128,0.5512454062882809
[64],linear,1,0.001,256,0.5781951817068192
[64],linear,1,0.001,512,0.5204164965291956
[64],linear,1,0.0001,16,0.5481829318089015
[64],linear,1,0.0001,32,0.47529603919967334
[64],linear,1,0.0001,64,0.4269089424254798
[64],linear,1,0.0001,128,0.3944467129440588
[64],linear,1,0.0001,256,0.4042466312780727
[64],linear,1,0.0001,512,0.5161290322580645
[64],linear,10,10.0,16,0.33483054307880766
[64],linear,10,10.0,32,0.33483054307880766
[64],linear,10,10.0,64,0.33483054307880766
[64],linear,10,10.0,128,0.33483054307880766
[64],linear,10,10.0,256,0.33483054307880766
[64],linear,10,10.0,512,0.33483054307880766
[64],linear,10,1.0,16,0.6908942425479788
[64],linear,10,1.0,32,0.7507145773785219
[64],linear,10,1.0,64,0.7341772151898734
[64],linear,10,1.0,128,0.7509187423438138
[64],linear,10,1.0,256,0.7449979583503471
[64],linear,10,1.0,512,0.7511229073091058
[64],linear,10,0.1,16,0.7441812984891792
[64],linear,10,0.1,32,0.7019191506737444
[64],linear,10,0.1,64,0.7468354430379747
[64],linear,10,0.1,128,0.749693752552062
[64],linear,10,0.1,256,0.7527562270314414
[64],linear,10,0.1,512,0.750102082482646
[64],linear,10,0.01,16,0.7474479379338506
[64],linear,10,0.01,32,0.7513270722743978
[64],linear,10,0.01,64,0.7490812576561862
[64],linear,10,0.01,128,0.7441812984891792
[64],linear,10,0.01,256,0.7394855042874643
[64],linear,10,0.01,512,0.7123315639036342
[64],linear,10,0.001,16,0.7419354838709677
[64],linear,10,0.001,32,0.7339730502245815
[64],linear,10,0.001,64,0.7113107390771743
[64],linear,10,0.001,128,0.7027358105349122
[64],linear,10,0.001,256,0.6461821151490404
[64],linear,10,0.001,512,0.6253572886892609
[64],linear,10,0.0001,16,0.7160065332788893
[64],linear,10,0.0001,32,0.6908942425479788
[64],linear,10,0.0001,64,0.630053082890976
[64],linear,10,0.0001,128,0.4985708452429563
[64],linear,10,0.0001,256,0.5920783993466721
[64],linear,10,0.0001,512,0.384238464679461
[64],linear,25,10.0,16,0.33483054307880766
[64],linear,25,10.0,32,0.33483054307880766
[64],linear,25,10.0,64,0.33483054307880766
[64],linear,25,10.0,128,0.33483054307880766
[64],linear,25,10.0,256,0.33483054307880766
[64],linear,25,10.0,512,0.33483054307880766
[64],linear,25,1.0,16,0.333197223356472
[64],linear,25,1.0,32,0.7057982850142915
[64],linear,25,1.0,64,0.7104940792160065
[64],linear,25,1.0,128,0.7507145773785219
[64],linear,25,1.0,256,0.7462229481420988
[64],linear,25,1.0,512,0.7423438138015517
[64],linear,25,0.1,16,0.7476521028991425
[64],linear,25,0.1,32,0.740506329113924
[64],linear,25,0.1,64,0.7523478971008575
[64],linear,25,0.1,128,0.7529603919967334
[64],linear,25,0.1,256,0.750306247447938
[64],linear,25,0.1,512,0.7490812576561862
[64],linear,25,0.01,16,0.7560228664761127
[64],linear,25,0.01,32,0.754389546753777
[64],linear,25,0.01,64,0.7531645569620253
[64],linear,25,0.01,128,0.7509187423438138
[64],linear,25,0.01,256,0.7460187831768068
[64],linear,25,0.01,512,0.7396896692527563
[64],linear,25,0.001,16,0.7533687219273173
[64],linear,25,0.001,32,0.7415271539403838
[64],linear,25,0.001,64,0.7264189465087791
[64],linear,25,0.001,128,0.7217231523070641
[64],linear,25,0.001,256,0.703756635361372
[64],linear,25,0.001,512,0.70355247039608
[64],linear,25,0.0001,16,0.71294405879951
[64],linear,25,0.0001,32,0.6541445487954267
[64],linear,25,0.0001,64,0.680481829318089
[64],linear,25,0.0001,128,0.6784401796651695
[64],linear,25,0.0001,256,0.6167823601469987
[64],linear,25,0.0001,512,0.448958758677011
[64],linear,50,10.0,16,0.33483054307880766
[64],linear,50,10.0,32,0.33483054307880766
[64],linear,50,10.0,64,0.33483054307880766
[64],linear,50,10.0,128,0.33483054307880766
[64],linear,50,10.0,256,0.33483054307880766
[64],linear,50,10.0,512,0.33483054307880766
[64],linear,50,1.0,16,0.6902817476521029
[64],linear,50,1.0,32,0.7147815434871376
[64],linear,50,1.0,64,0.7472437729685586
[64],linear,50,1.0,128,0.7431604736627194
[64],linear,50,1.0,256,0.7433646386280114
[64],linear,50,1.0,512,0.7435688035933034
[64],linear,50,0.1,16,0.7517354022049816
[64],linear,50,0.1,32,0.7460187831768068
[64],linear,50,0.1,64,0.7511229073091058
[64],linear,50,0.1,128,0.7415271539403838
[64],linear,50,0.1,256,0.7409146590445079
[64],linear,50,0.1,512,0.7490812576561862
[64],linear,50,0.01,16,0.7564311964066966
[64],linear,50,0.01,32,0.7437729685585953
[64],linear,50,0.01,64,0.7507145773785219
[64],linear,50,0.01,128,0.7513270722743978
[64],linear,50,0.01,256,0.7531645569620253
[64],linear,50,0.01,512,0.7460187831768068
[64],linear,50,0.001,16,0.7519395671702735
[64],linear,50,0.001,32,0.749693752552062
[64],linear,50,0.001,64,0.745814618211515
[64],linear,50,0.001,128,0.7349938750510412
[64],linear,50,0.001,256,0.7292772560228665
[64],linear,50,0.001,512,0.717844017966517
[64],linear,50,0.0001,16,0.7354022049816251
[64],linear,50,0.0001,32,0.7139648836259698
[64],linear,50,0.0001,64,0.7031441404654961
[64],linear,50,0.0001,128,0.5865659452837892
[64],linear,50,0.0001,256,0.6476112699060841
[64],linear,50,0.0001,512,0.5626786443446304
[64],linear,100,10.0,16,0.33483054307880766
[64],linear,100,10.0,32,0.33483054307880766
[64],linear,100,10.0,64,0.33483054307880766
[64],linear,100,10.0,128,0.33483054307880766
[64],linear,100,10.0,256,0.33483054307880766
[64],linear,100,10.0,512,0.33483054307880766
[64],linear,100,1.0,16,0.31727235606369947
[64],linear,100,1.0,32,0.7392813393221723
[64],linear,100,1.0,64,0.7427521437321356
[64],linear,100,1.0,128,0.7507145773785219
[64],linear,100,1.0,256,0.7452021233156391
[64],linear,100,1.0,512,0.7462229481420988
[64],linear,100,0.1,16,0.7490812576561862
[64],linear,100,0.1,32,0.749897917517354
[64],linear,100,0.1,64,0.7441812984891792
[64],linear,100,0.1,128,0.7480604328297265
[64],linear,100,0.1,256,0.7462229481420988
[64],linear,100,0.1,512,0.750306247447938
[64],linear,100,0.01,16,0.7588811759902001
[64],linear,100,0.01,32,0.7505104124132299
[64],linear,100,0.01,64,0.7527562270314414
[64],linear,100,0.01,128,0.7523478971008575
[64],linear,100,0.01,256,0.7515312372396896
[64],linear,100,0.01,512,0.7533687219273173
[64],linear,100,0.001,16,0.750306247447938
[64],linear,100,0.001,32,0.7515312372396896
[64],linear,100,0.001,64,0.7519395671702735
[64],linear,100,0.001,128,0.7419354838709677
[64],linear,100,0.001,256,0.7368313597386689
[64],linear,100,0.001,512,0.7321355655369539
[64],linear,100,0.0001,16,0.7443854634544712
[64],linear,100,0.0001,32,0.7311147407104941
[64],linear,100,0.0001,64,0.7162106982441813
[64],linear,100,0.0001,128,0.7123315639036342
[64],linear,100,0.0001,256,0.43772968558595343
[64],linear,100,0.0001,512,0.5732952225398121
[64],linear,250,10.0,16,0.33483054307880766
[64],linear,250,10.0,32,0.33483054307880766
[64],linear,250,10.0,64,0.33483054307880766
[64],linear,250,10.0,128,0.33483054307880766
[64],linear,250,10.0,256,0.33483054307880766
[64],linear,250,10.0,512,0.33483054307880766
[64],linear,250,1.0,16,0.7092690894242548
[64],linear,250,1.0,32,0.6461821151490404
[64],linear,250,1.0,64,0.745610453246223
[64],linear,250,1.0,128,0.7533687219273173
[64],linear,250,1.0,256,0.7572478562678644
[64],linear,250,1.0,512,0.7507145773785219
[64],linear,250,0.1,16,0.750306247447938
[64],linear,250,0.1,32,0.7494895875867701
[64],linear,250,0.1,64,0.7480604328297265
[64],linear,250,0.1,128,0.7511229073091058
[64],linear,250,0.1,256,0.7509187423438138
[64],linear,250,0.1,512,0.7476521028991425
[64],linear,250,0.01,16,0.7494895875867701
[64],linear,250,0.01,32,0.7511229073091058
[64],linear,250,0.01,64,0.7486729277256022
[64],linear,250,0.01,128,0.7523478971008575
[64],linear,250,0.01,256,0.7523478971008575
[64],linear,250,0.01,512,0.749693752552062
[64],linear,250,0.001,16,0.7505104124132299
[64],linear,250,0.001,32,0.7525520620661494
[64],linear,250,0.001,64,0.7517354022049816
[64],linear,250,0.001,128,0.7492854226214781
[64],linear,250,0.001,256,0.7447937933850551
[64],linear,250,0.001,512,0.7409146590445079
[64],linear,250,0.0001,16,0.7511229073091058
[64],linear,250,0.0001,32,0.745406288280931
[64],linear,250,0.0001,64,0.7364230298080849
[64],linear,250,0.0001,128,0.7253981216823193
[64],linear,250,0.0001,256,0.6870151082074316
[64],linear,250,0.0001,512,0.6545528787260106
[64],sigmoid,1,10.0,16,0.50939158840343
[64],sigmoid,1,10.0,32,0.42160065332788893
[64],sigmoid,1,10.0,64,0.6651694569211923
[64],sigmoid,1,10.0,128,0.5238873009391588
[64],sigmoid,1,10.0,256,0.6651694569211923
[64],sigmoid,1,10.0,512,0.7270314414046549
[64],sigmoid,1,1.0,16,0.7329522253981217
[64],sigmoid,1,1.0,32,0.39567170273581054
[64],sigmoid,1,1.0,64,0.685177623519804
[64],sigmoid,1,1.0,128,0.41302572478562677
[64],sigmoid,1,1.0,256,0.6361780318497345
[64],sigmoid,1,1.0,512,0.6651694569211923
[64],sigmoid,1,0.1,16,0.7023274806043283
[64],sigmoid,1,0.1,32,0.6847692935892201
[64],sigmoid,1,0.1,64,0.6741527153940384
[64],sigmoid,1,0.1,128,0.6786443446304614
[64],sigmoid,1,0.1,256,0.6651694569211923
[64],sigmoid,1,0.1,512,0.6651694569211923
[64],sigmoid,1,0.01,16,0.6823193140057167
[64],sigmoid,1,0.01,32,0.6651694569211923
[64],sigmoid,1,0.01,64,0.6651694569211923
[64],sigmoid,1,0.01,128,0.6653736218864843
[64],sigmoid,1,0.01,256,0.6651694569211923
[64],sigmoid,1,0.01,512,0.6637403021641486
[64],sigmoid,1,0.001,16,0.6651694569211923
[64],sigmoid,1,0.001,32,0.6651694569211923
[64],sigmoid,1,0.001,64,0.6580236831359738
[64],sigmoid,1,0.001,128,0.6651694569211923
[64],sigmoid,1,0.001,256,0.5545120457329522
[64],sigmoid,1,0.001,512,0.33483054307880766
[64],sigmoid,1,0.0001,16,0.6651694569211923
[64],sigmoid,1,0.0001,32,0.6651694569211923
[64],sigmoid,1,0.0001,64,0.3338097182523479
[64],sigmoid,1,0.0001,128,0.4979583503470804
[64],sigmoid,1,0.0001,256,0.6651694569211923
[64],sigmoid,1,0.0001,512,0.6698652511229073
[64],sigmoid,10,10.0,16,0.6651694569211923
[64],sigmoid,10,10.0,32,0.7654144548795426
[64],sigmoid,10,10.0,64,0.731931400571662
[64],sigmoid,10,10.0,128,0.6651694569211923
[64],sigmoid,10,10.0,256,0.6651694569211923
[64],sigmoid,10,10.0,512,0.6286239281339322
[64],sigmoid,10,1.0,16,0.7790935075541037
[64],sigmoid,10,1.0,32,0.569824418129849
[64],sigmoid,10,1.0,64,0.7515312372396896
[64],sigmoid,10,1.0,128,0.7517354022049816
[64],sigmoid,10,1.0,256,0.7474479379338506
[64],sigmoid,10,1.0,512,0.7474479379338506
[64],sigmoid,10,0.1,16,0.7207023274806044
[64],sigmoid,10,0.1,32,0.7341772151898734
[64],sigmoid,10,0.1,64,0.754389546753777
[64],sigmoid,10,0.1,128,0.7382605144957125
[64],sigmoid,10,0.1,256,0.73172723560637
[64],sigmoid,10,0.1,512,0.70355247039608
[64],sigmoid,10,0.01,16,0.7382605144957125
[64],sigmoid,10,0.01,32,0.7339730502245815
[64],sigmoid,10,0.01,64,0.7033483054307881
[64],sigmoid,10,0.01,128,0.6731318905675786
[64],sigmoid,10,0.01,256,0.6661902817476522
[64],sigmoid,10,0.01,512,0.6651694569211923
[64],sigmoid,10,0.001,16,0.6651694569211923
[64],sigmoid,10,0.001,32,0.6651694569211923
[64],sigmoid,10,0.001,64,0.6651694569211923
[64],sigmoid,10,0.001,128,0.6651694569211923
[64],sigmoid,10,0.001,256,0.6651694569211923
[64],sigmoid,10,0.001,512,0.65761535320539
[64],sigmoid,10,0.0001,16,0.6651694569211923
[64],sigmoid,10,0.0001,32,0.6649652919559004
[64],sigmoid,10,0.0001,64,0.6651694569211923
[64],sigmoid,10,0.0001,128,0.5830951408738261
[64],sigmoid,10,0.0001,256,0.6668027766435279
[64],sigmoid,10,0.0001,512,0.6651694569211923
[64],sigmoid,25,10.0,16,0.34238464679461006
[64],sigmoid,25,10.0,32,0.7282564311964067
[64],sigmoid,25,10.0,64,0.7668436096365864
[64],sigmoid,25,10.0,128,0.6651694569211923
[64],sigmoid,25,10.0,256,0.6937525520620661
[64],sigmoid,25,10.0,512,0.671294405879951
[64],sigmoid,25,1.0,16,0.7686810943242139
[64],sigmoid,25,1.0,32,0.7648019599836668
[64],sigmoid,25,1.0,64,0.7580645161290323
[64],sigmoid,25,1.0,128,0.7403021641486321
[64],sigmoid,25,1.0,256,0.7674561045324623
[64],sigmoid,25,1.0,512,0.7196815026541445
[64],sigmoid,25,0.1,16,0.6849734585545121
[64],sigmoid,25,0.1,32,0.759493670886076
[64],sigmoid,25,0.1,64,0.7531645569620253
[64],sigmoid,25,0.1,128,0.7529603919967334
[64],sigmoid,25,0.1,256,0.7468354430379747
[64],sigmoid,25,0.1,512,0.7449979583503471
[64],sigmoid,25,0.01,16,0.749897917517354
[64],sigmoid,25,0.01,32,0.7449979583503471
[64],sigmoid,25,0.01,64,0.73172723560637
[64],sigmoid,25,0.01,128,0.6992650061249489
[64],sigmoid,25,0.01,256,0.6719069007758268
[64],sigmoid,25,0.01,512,0.6651694569211923
[64],sigmoid,25,0.001,16,0.6927317272356064
[64],sigmoid,25,0.001,32,0.6755818701510821
[64],sigmoid,25,0.001,64,0.6651694569211923
[64],sigmoid,25,0.001,128,0.6651694569211923
[64],sigmoid,25,0.001,256,0.6651694569211923
[64],sigmoid,25,0.001,512,0.6651694569211923
[64],sigmoid,25,0.0001,16,0.6651694569211923
[64],sigmoid,25,0.0001,32,0.6651694569211923
[64],sigmoid,25,0.0001,64,0.6649652919559004
[64],sigmoid,25,0.0001,128,0.6639444671294406
[64],sigmoid,25,0.0001,256,0.6678236014699878
[64],sigmoid,25,0.0001,512,0.6382196815026542
[64],sigmoid,50,10.0,16,0.6655777868517763
[64],sigmoid,50,10.0,32,0.5216414863209473
[64],sigmoid,50,10.0,64,0.6490404246631278
[64],sigmoid,50,10.0,128,0.6651694569211923
[64],sigmoid,50,10.0,256,0.6651694569211923
[64],sigmoid,50,10.0,512,0.6651694569211923
[64],sigmoid,50,1.0,16,0.8007349938750511
[64],sigmoid,50,1.0,32,0.6676194365046958
[64],sigmoid,50,1.0,64,0.7944058799510004
[64],sigmoid,50,1.0,128,0.7715394038383013
[64],sigmoid,50,1.0,256,0.7715394038383013
[64],sigmoid,50,1.0,512,0.7725602286647612
[64],sigmoid,50,0.1,16,0.7790935075541037
[64],sigmoid,50,0.1,32,0.7672519395671703
[64],sigmoid,50,0.1,64,0.7433646386280114
[64],sigmoid,50,0.1,128,0.7529603919967334
[64],sigmoid,50,0.1,256,0.7409146590445079
[64],sigmoid,50,0.1,512,0.7488770926908942
[64],sigmoid,50,0.01,16,0.7533687219273173
[64],sigmoid,50,0.01,32,0.7509187423438138
[64],sigmoid,50,0.01,64,0.740710494079216
[64],sigmoid,50,0.01,128,0.7215189873417721
[64],sigmoid,50,0.01,256,0.7066149448754594
[64],sigmoid,50,0.01,512,0.675786035116374
[64],sigmoid,50,0.001,16,0.7288689260922826
[64],sigmoid,50,0.001,32,0.680277664352797
[64],sigmoid,50,0.001,64,0.6768068599428338
[64],sigmoid,50,0.001,128,0.6651694569211923
[64],sigmoid,50,0.001,256,0.6651694569211923
[64],sigmoid,50,0.001,512,0.6651694569211923
[64],sigmoid,50,0.0001,16,0.6651694569211923
[64],sigmoid,50,0.0001,32,0.666598611678236
[64],sigmoid,50,0.0001,64,0.6649652919559004
[64],sigmoid,50,0.0001,128,0.6710902409146591
[64],sigmoid,50,0.0001,256,0.6651694569211923
[64],sigmoid,50,0.0001,512,0.63883217639853
[64],sigmoid,100,10.0,16,0.7137607186606778
[64],sigmoid,100,10.0,32,0.4853001224989792
[64],sigmoid,100,10.0,64,0.7125357288689261
[64],sigmoid,100,10.0,128,0.6747652102899142
[64],sigmoid,100,10.0,256,0.7309105757452021
[64],sigmoid,100,10.0,512,0.6847692935892201
[64],sigmoid,100,1.0,16,0.7464271131073907
[64],sigmoid,100,1.0,32,0.810126582278481
[64],sigmoid,100,1.0,64,0.7784810126582279
[64],sigmoid,100,1.0,128,0.7754185381788485
[64],sigmoid,100,1.0,256,0.7923642302980809
[64],sigmoid,100,1.0,512,0.7562270314414047
[64],sigmoid,100,0.1,16,0.7876684360963658
[64],sigmoid,100,0.1,32,0.7558187015108208
[64],sigmoid,100,0.1,64,0.7762351980400163
[64],sigmoid,100,0.1,128,0.7556145365455288
[64],sigmoid,100,0.1,256,0.7437729685585953
[64],sigmoid,100,0.1,512,0.7521437321355655
[64],sigmoid,100,0.01,16,0.7596978358513679
[64],sigmoid,100,0.01,32,0.7511229073091058
[64],sigmoid,100,0.01,64,0.749693752552062
[64],sigmoid,100,0.01,128,0.7468354430379747
[64],sigmoid,100,0.01,256,0.7260106165781952
[64],sigmoid,100,0.01,512,0.6978358513679053
[64],sigmoid,100,0.001,16,0.735810534912209
[64],sigmoid,100,0.001,32,0.7247856267864434
[64],sigmoid,100,0.001,64,0.6735402204981625
[64],sigmoid,100,0.001,128,0.6735402204981625
[64],sigmoid,100,0.001,256,0.6651694569211923
[64],sigmoid,100,0.001,512,0.6651694569211923
[64],sigmoid,100,0.0001,16,0.6704777460187832
[64],sigmoid,100,0.0001,32,0.6651694569211923
[64],sigmoid,100,0.0001,64,0.6651694569211923
[64],sigmoid,100,0.0001,128,0.6651694569211923
[64],sigmoid,100,0.0001,256,0.6651694569211923
[64],sigmoid,100,0.0001,512,0.6651694569211923
[64],sigmoid,250,10.0,16,0.3630053082890976
[64],sigmoid,250,10.0,32,0.8154348713760718
[64],sigmoid,250,10.0,64,0.7282564311964067
[64],sigmoid,250,10.0,128,0.7247856267864434
[64],sigmoid,250,10.0,256,0.5798285014291548
[64],sigmoid,250,10.0,512,0.6651694569211923
[64],sigmoid,250,1.0,16,0.8489179256839526
[64],sigmoid,250,1.0,32,0.8362596978358514
[64],sigmoid,250,1.0,64,0.8219681502654145
[64],sigmoid,250,1.0,128,0.814822376480196
[64],sigmoid,250,1.0,256,0.7946100449162924
[64],sigmoid,250,1.0,512,0.8029808084932626
[64],sigmoid,250,0.1,16,0.8017558187015108
[64],sigmoid,250,0.1,32,0.8031849734585546
[64],sigmoid,250,0.1,64,0.79644752960392
[64],sigmoid,250,0.1,128,0.7711310739077174
[64],sigmoid,250,0.1,256,0.7619436504695795
[64],sigmoid,250,0.1,512,0.7596978358513679
[64],sigmoid,250,0.01,16,0.7711310739077174
[64],sigmoid,250,0.01,32,0.7623519804001634
[64],sigmoid,250,0.01,64,0.7558187015108208
[64],sigmoid,250,0.01,128,0.7511229073091058
[64],sigmoid,250,0.01,256,0.7511229073091058
[64],sigmoid,250,0.01,512,0.7337688852592895
[64],sigmoid,250,0.001,16,0.754389546753777
[64],sigmoid,250,0.001,32,0.7505104124132299
[64],sigmoid,250,0.001,64,0.7329522253981217
[64],sigmoid,250,0.001,128,0.703960800326664
[64],sigmoid,250,0.001,256,0.6733360555328706
[64],sigmoid,250,0.001,512,0.6649652919559004
[64],sigmoid,250,0.0001,16,0.6798693344222132
[64],sigmoid,250,0.0001,32,0.6700694160881993
[64],sigmoid,250,0.0001,64,0.6659861167823602
[64],sigmoid,250,0.0001,128,0.6651694569211923
[64],sigmoid,250,0.0001,256,0.6651694569211923
[64],sigmoid,250,0.0001,512,0.6651694569211923
[64],relu,1,10.0,16,0.33483054307880766
[64],relu,1,10.0,32,0.33483054307880766
[64],relu,1,10.0,64,0.33483054307880766
[64],relu,1,10.0,128,0.37607186606778276
[64],relu,1,10.0,256,0.5332788893425888
[64],relu,1,10.0,512,0.39281339322172315
[64],relu,1,1.0,16,0.7166190281747652
[64],relu,1,1.0,32,0.7149857084524296
[64],relu,1,1.0,64,0.7400979991833402
[64],relu,1,1.0,128,0.7380563495304205
[64],relu,1,1.0,256,0.6951817068191098
[64],relu,1,1.0,512,0.7292772560228665
[64],relu,1,0.1,16,0.7590853409554921
[64],relu,1,0.1,32,0.7390771743568804
[64],relu,1,0.1,64,0.7439771335238873
[64],relu,1,0.1,128,0.7202939975500204
[64],relu,1,0.1,256,0.7158023683135973
[64],relu,1,0.1,512,0.6678236014699878
[64],relu,1,0.01,16,0.7111065741118824
[64],relu,1,0.01,32,0.6878317680685995
[64],relu,1,0.01,64,0.6755818701510821
[64],relu,1,0.01,128,0.6735402204981625
[64],relu,1,0.01,256,0.6529195590036749
[64],relu,1,0.01,512,0.6227031441404655
[64],relu,1,0.001,16,0.6398530012249898
[64],relu,1,0.001,32,0.6835443037974683
[64],relu,1,0.001,64,0.6749693752552062
[64],relu,1,0.001,128,0.4371171906900776
[64],relu,1,0.001,256,0.602082482645978
[64],relu,1,0.001,512,0.3393221723152307
[64],relu,1,0.0001,16,0.39628419763168643
[64],relu,1,0.0001,32,0.6770110249081258
[64],relu,1,0.0001,64,0.5240914659044508
[64],relu,1,0.0001,128,0.4569211923233973
[64],relu,1,0.0001,256,0.4616169865251123
[64],relu,1,0.0001,512,0.5236831359738668
[64],relu,10,10.0,16,0.33483054307880766
[64],relu,10,10.0,32,0.33483054307880766
[64],relu,10,10.0,64,0.33483054307880766
[64],relu,10,10.0,128,0.33483054307880766
[64],relu,10,10.0,256,0.33483054307880766
[64],relu,10,10.0,512,0.33483054307880766
[64],relu,10,1.0,16,0.7305022458146182
[64],relu,10,1.0,32,0.7799101674152715
[64],relu,10,1.0,64,0.7601061657819518
[64],relu,10,1.0,128,0.7797060024499796
[64],relu,10,1.0,256,0.7662311147407105
[64],relu,10,1.0,512,0.7817476521028991
[64],relu,10,0.1,16,0.7729685585953451
