hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[64],relu,10,0.1,32,0.7643936300530829
[64],relu,10,0.1,64,0.7699060841159657
[64],relu,10,0.1,128,0.7752143732135566
[64],relu,10,0.1,256,0.7674561045324623
[64],relu,10,0.1,512,0.7533687219273173
[64],relu,10,0.01,16,0.7727643936300531
[64],relu,10,0.01,32,0.7662311147407105
[64],relu,10,0.01,64,0.7515312372396896
[64],relu,10,0.01,128,0.7388730093915884
[64],relu,10,0.01,256,0.7149857084524296
[64],relu,10,0.01,512,0.6778276847692936
[64],relu,10,0.001,16,0.7276439363005308
[64],relu,10,0.001,32,0.7313189056757861
[64],relu,10,0.001,64,0.6676194365046958
[64],relu,10,0.001,128,0.6782360146998775
[64],relu,10,0.001,256,0.6876276031033075
[64],relu,10,0.001,512,0.6492445896284198
[64],relu,10,0.0001,16,0.685177623519804
[64],relu,10,0.0001,32,0.6071866067782768
[64],relu,10,0.0001,64,0.4420171498570845
[64],relu,10,0.0001,128,0.32298897509187424
[64],relu,10,0.0001,256,0.462841976316864
[64],relu,10,0.0001,512,0.48856676194365045
[64],relu,25,10.0,16,0.33483054307880766
[64],relu,25,10.0,32,0.33483054307880766
[64],relu,25,10.0,64,0.33483054307880766
[64],relu,25,10.0,128,0.33483054307880766
[64],relu,25,10.0,256,0.33483054307880766
[64],relu,25,10.0,512,0.33483054307880766
[64],relu,25,1.0,16,0.7554103715802368
[64],relu,25,1.0,32,0.7182523478971009
[64],relu,25,1.0,64,0.7978766843609637
[64],relu,25,1.0,128,0.7643936300530829
[64],relu,25,1.0,256,0.763781135157207
[64],relu,25,1.0,512,0.791751735402205
[64],relu,25,0.1,16,0.8033891384238465
[64],relu,25,0.1,32,0.8033891384238465
[64],relu,25,0.1,64,0.7899142507145773
[64],relu,25,0.1,128,0.7854226214781543
[64],relu,25,0.1,256,0.7784810126582279
[64],relu,25,0.1,512,0.7699060841159657
[64],relu,25,0.01,16,0.7782768476929359
[64],relu,25,0.01,32,0.7739893834218048
[64],relu,25,0.01,64,0.7705185790118416
[64],relu,25,0.01,128,0.7527562270314414
[64],relu,25,0.01,256,0.7472437729685586
[64],relu,25,0.01,512,0.7227439771335239
[64],relu,25,0.001,16,0.750306247447938
[64],relu,25,0.001,32,0.7313189056757861
[64],relu,25,0.001,64,0.7143732135565537
[64],relu,25,0.001,128,0.6723152307064107
[64],relu,25,0.001,256,0.6729277256022866
[64],relu,25,0.001,512,0.6378113515720703
[64],relu,25,0.0001,16,0.6747652102899142
[64],relu,25,0.0001,32,0.6755818701510821
[64],relu,25,0.0001,64,0.6555737035524704
[64],relu,25,0.0001,128,0.6870151082074316
[64],relu,25,0.0001,256,0.5639036341363822
[64],relu,25,0.0001,512,0.6088199265006125
[64],relu,50,10.0,16,0.33483054307880766
[64],relu,50,10.0,32,0.33483054307880766
[64],relu,50,10.0,64,0.33483054307880766
[64],relu,50,10.0,128,0.33483054307880766
[64],relu,50,10.0,256,0.33483054307880766
[64],relu,50,10.0,512,0.33483054307880766
[64],relu,50,1.0,16,0.6523070641077992
[64],relu,50,1.0,32,0.7615353205389955
[64],relu,50,1.0,64,0.7615353205389955
[64],relu,50,1.0,128,0.7790935075541037
[64],relu,50,1.0,256,0.7625561453654552
[64],relu,50,1.0,512,0.7790935075541037
[64],relu,50,0.1,16,0.8011433238056349
[64],relu,50,0.1,32,0.7911392405063291
[64],relu,50,0.1,64,0.8011433238056349
[64],relu,50,0.1,128,0.791955900367497
[64],relu,50,0.1,256,0.7788893425888117
[64],relu,50,0.1,512,0.7770518579011841
[64],relu,50,0.01,16,0.7893017558187015
[64],relu,50,0.01,32,0.7856267864434463
[64],relu,50,0.01,64,0.7772560228664761
[64],relu,50,0.01,128,0.7692935892200898
[64],relu,50,0.01,256,0.7605144957125357
[64],relu,50,0.01,512,0.7505104124132299
[64],relu,50,0.001,16,0.768068599428338
[64],relu,50,0.001,32,0.7511229073091058
[64],relu,50,0.001,64,0.7333605553287056
[64],relu,50,0.001,128,0.7125357288689261
[64],relu,50,0.001,256,0.675990200081666
[64],relu,50,0.001,512,0.657411188240098
[64],relu,50,0.0001,16,0.6984483462637812
[64],relu,50,0.0001,32,0.6739485504287465
[64],relu,50,0.0001,64,0.6839526337280523
[64],relu,50,0.0001,128,0.5249081257656186
[64],relu,50,0.0001,256,0.48632094732543896
[64],relu,50,0.0001,512,0.6169865251122907
[64],relu,100,10.0,16,0.33483054307880766
[64],relu,100,10.0,32,0.33483054307880766
[64],relu,100,10.0,64,0.33483054307880766
[64],relu,100,10.0,128,0.33483054307880766
[64],relu,100,10.0,256,0.33483054307880766
[64],relu,100,10.0,512,0.33483054307880766
[64],relu,100,1.0,16,0.7560228664761127
[64],relu,100,1.0,32,0.4944875459371172
[64],relu,100,1.0,64,0.7958350347080441
[64],relu,100,1.0,128,0.7784810126582279
[64],relu,100,1.0,256,0.8046141282155982
[64],relu,100,1.0,512,0.8225806451612904
[64],relu,100,0.1,16,0.7394855042874643
[64],relu,100,0.1,32,0.8258472846059616
[64],relu,100,0.1,64,0.8233973050224581
[64],relu,100,0.1,128,0.8064516129032258
[64],relu,100,0.1,256,0.7839934667211107
[64],relu,100,0.1,512,0.7882809309922417
[64],relu,100,0.01,16,0.8033891384238465
[64],relu,100,0.01,32,0.7895059207839935
[64],relu,100,0.01,64,0.7874642711310739
[64],relu,100,0.01,128,0.7735810534912209
[64],relu,100,0.01,256,0.7627603103307472
[64],relu,100,0.01,512,0.7580645161290323
[64],relu,100,0.001,16,0.7699060841159657
[64],relu,100,0.001,32,0.763781135157207
[64],relu,100,0.001,64,0.7480604328297265
[64],relu,100,0.001,128,0.7382605144957125
[64],relu,100,0.001,256,0.7262147815434872
[64],relu,100,0.001,512,0.6770110249081258
[64],relu,100,0.0001,16,0.7204981625153124
[64],relu,100,0.0001,32,0.7013066557778685
[64],relu,100,0.0001,64,0.6735402204981625
[64],relu,100,0.0001,128,0.647815434871376
[64],relu,100,0.0001,256,0.6598611678236015
[64],relu,100,0.0001,512,0.6239281339322172
[64],relu,250,10.0,16,0.33483054307880766
[64],relu,250,10.0,32,0.33483054307880766
[64],relu,250,10.0,64,0.33483054307880766
[64],relu,250,10.0,128,0.33483054307880766
[64],relu,250,10.0,256,0.33483054307880766
[64],relu,250,10.0,512,0.33483054307880766
[64],relu,250,1.0,16,0.7701102490812577
[64],relu,250,1.0,32,0.7882809309922417
[64],relu,250,1.0,64,0.7935892200898326
[64],relu,250,1.0,128,0.8252347897100858
[64],relu,250,1.0,256,0.7262147815434872
[64],relu,250,1.0,512,0.8131890567578604
[64],relu,250,0.1,16,0.8125765618619845
[64],relu,250,0.1,32,0.7746018783176807
[64],relu,250,0.1,64,0.8415679869334423
[64],relu,250,0.1,128,0.8309514087382606
[64],relu,250,0.1,256,0.8170681910984076
[64],relu,250,0.1,512,0.8037974683544303
[64],relu,250,0.01,16,0.8387096774193549
[64],relu,250,0.01,32,0.8158432013066558
[64],relu,250,0.01,64,0.7974683544303798
[64],relu,250,0.01,128,0.7837893017558187
[64],relu,250,0.01,256,0.7774601878317681
[64],relu,250,0.01,512,0.7754185381788485
[64],relu,250,0.001,16,0.7841976316864027
[64],relu,250,0.001,32,0.7727643936300531
[64],relu,250,0.001,64,0.7713352388730094
[64],relu,250,0.001,128,0.7550020416496529
[64],relu,250,0.001,256,0.7413229889750919
[64],relu,250,0.001,512,0.7247856267864434
[64],relu,250,0.0001,16,0.7562270314414047
[64],relu,250,0.0001,32,0.7347897100857493
[64],relu,250,0.0001,64,0.7062066149448755
[64],relu,250,0.0001,128,0.6955900367496938
[64],relu,250,0.0001,256,0.6582278481012658
[64],relu,250,0.0001,512,0.6790526745610453
[64],softmax,1,10.0,16,0.42160065332788893
[64],softmax,1,10.0,32,0.6923233973050225
[64],softmax,1,10.0,64,0.6651694569211923
[64],softmax,1,10.0,128,0.7366271947733769
[64],softmax,1,10.0,256,0.33687219273172725
[64],softmax,1,10.0,512,0.6651694569211923
[64],softmax,1,1.0,16,0.7204981625153124
[64],softmax,1,1.0,32,0.6874234381380155
[64],softmax,1,1.0,64,0.6651694569211923
[64],softmax,1,1.0,128,0.6651694569211923
[64],softmax,1,1.0,256,0.6651694569211923
[64],softmax,1,1.0,512,0.6651694569211923
[64],softmax,1,0.1,16,0.6651694569211923
[64],softmax,1,0.1,32,0.6651694569211923
[64],softmax,1,0.1,64,0.6651694569211923
[64],softmax,1,0.1,128,0.6651694569211923
[64],softmax,1,0.1,256,0.6651694569211923
[64],softmax,1,0.1,512,0.6651694569211923
[64],softmax,1,0.01,16,0.6651694569211923
[64],softmax,1,0.01,32,0.6651694569211923
[64],softmax,1,0.01,64,0.6651694569211923
[64],softmax,1,0.01,128,0.6651694569211923
[64],softmax,1,0.01,256,0.6651694569211923
[64],softmax,1,0.01,512,0.6610861576153532
[64],softmax,1,0.001,16,0.6651694569211923
[64],softmax,1,0.001,32,0.6647611269906084
[64],softmax,1,0.001,64,0.6649652919559004
[64],softmax,1,0.001,128,0.6653736218864843
[64],softmax,1,0.001,256,0.3344222131482238
[64],softmax,1,0.001,512,0.6651694569211923
[64],softmax,1,0.0001,16,0.6680277664352797
[64],softmax,1,0.0001,32,0.6651694569211923
[64],softmax,1,0.0001,64,0.6651694569211923
[64],softmax,1,0.0001,128,0.33483054307880766
[64],softmax,1,0.0001,256,0.6651694569211923
[64],softmax,1,0.0001,512,0.6651694569211923
[64],softmax,10,10.0,16,0.4689669252756227
[64],softmax,10,10.0,32,0.33483054307880766
[64],softmax,10,10.0,64,0.676194365046958
[64],softmax,10,10.0,128,0.7774601878317681
[64],softmax,10,10.0,256,0.7366271947733769
[64],softmax,10,10.0,512,0.5965700285830952
[64],softmax,10,1.0,16,0.7656186198448346
[64],softmax,10,1.0,32,0.7411188240097999
[64],softmax,10,1.0,64,0.7572478562678644
[64],softmax,10,1.0,128,0.7578603511637403
[64],softmax,10,1.0,256,0.6876276031033075
[64],softmax,10,1.0,512,0.6651694569211923
[64],softmax,10,0.1,16,0.7282564311964067
[64],softmax,10,0.1,32,0.6651694569211923
[64],softmax,10,0.1,64,0.6651694569211923
[64],softmax,10,0.1,128,0.6651694569211923
[64],softmax,10,0.1,256,0.6651694569211923
[64],softmax,10,0.1,512,0.6651694569211923
[64],softmax,10,0.01,16,0.6651694569211923
[64],softmax,10,0.01,32,0.6651694569211923
[64],softmax,10,0.01,64,0.6651694569211923
[64],softmax,10,0.01,128,0.6651694569211923
[64],softmax,10,0.01,256,0.6651694569211923
[64],softmax,10,0.01,512,0.6651694569211923
[64],softmax,10,0.001,16,0.6651694569211923
[64],softmax,10,0.001,32,0.6651694569211923
[64],softmax,10,0.001,64,0.6651694569211923
[64],softmax,10,0.001,128,0.6651694569211923
[64],softmax,10,0.001,256,0.6651694569211923
[64],softmax,10,0.001,512,0.6651694569211923
[64],softmax,10,0.0001,16,0.6651694569211923
[64],softmax,10,0.0001,32,0.6649652919559004
[64],softmax,10,0.0001,64,0.33483054307880766
[64],softmax,10,0.0001,128,0.3356472029399755
[64],softmax,10,0.0001,256,0.3401388321763985
[64],softmax,10,0.0001,512,0.6651694569211923
[64],softmax,25,10.0,16,0.7562270314414047
[64],softmax,25,10.0,32,0.33483054307880766
[64],softmax,25,10.0,64,0.7931808901592486
[64],softmax,25,10.0,128,0.7660269497754185
[64],softmax,25,10.0,256,0.7727643936300531
[64],softmax,25,10.0,512,0.7554103715802368
[64],softmax,25,1.0,16,0.7529603919967334
[64],softmax,25,1.0,32,0.7537770518579012
[64],softmax,25,1.0,64,0.7797060024499796
[64],softmax,25,1.0,128,0.7701102490812577
[64],softmax,25,1.0,256,0.764189465087791
[64],softmax,25,1.0,512,0.7143732135565537
[64],softmax,25,0.1,16,0.7703144140465497
[64],softmax,25,0.1,32,0.7584728460596162
[64],softmax,25,0.1,64,0.6892609228256431
[64],softmax,25,0.1,128,0.6864026133115557
[64],softmax,25,0.1,256,0.6651694569211923
[64],softmax,25,0.1,512,0.6651694569211923
[64],softmax,25,0.01,16,0.6651694569211923
[64],softmax,25,0.01,32,0.6651694569211923
[64],softmax,25,0.01,64,0.6651694569211923
[64],softmax,25,0.01,128,0.6651694569211923
[64],softmax,25,0.01,256,0.6651694569211923
[64],softmax,25,0.01,512,0.6651694569211923
[64],softmax,25,0.001,16,0.6651694569211923
[64],softmax,25,0.001,32,0.6651694569211923
[64],softmax,25,0.001,64,0.6651694569211923
[64],softmax,25,0.001,128,0.6651694569211923
[64],softmax,25,0.001,256,0.6508779093507554
[64],softmax,25,0.001,512,0.6655777868517763
[64],softmax,25,0.0001,16,0.6651694569211923
[64],softmax,25,0.0001,32,0.6651694569211923
[64],softmax,25,0.0001,64,0.33483054307880766
[64],softmax,25,0.0001,128,0.33483054307880766
[64],softmax,25,0.0001,256,0.33483054307880766
[64],softmax,25,0.0001,512,0.6649652919559004
[64],softmax,50,10.0,16,0.7809309922417313
[64],softmax,50,10.0,32,0.7754185381788485
[64],softmax,50,10.0,64,0.7701102490812577
[64],softmax,50,10.0,128,0.7995100040832993
[64],softmax,50,10.0,256,0.7121273989383422
[64],softmax,50,10.0,512,0.7478562678644345
[64],softmax,50,1.0,16,0.7550020416496529
[64],softmax,50,1.0,32,0.7811351572070233
[64],softmax,50,1.0,64,0.7801143323805635
[64],softmax,50,1.0,128,0.7758268681094325
[64],softmax,50,1.0,256,0.7668436096365864
[64],softmax,50,1.0,512,0.7666394446712944
[64],softmax,50,0.1,16,0.7801143323805635
[64],softmax,50,0.1,32,0.7643936300530829
[64],softmax,50,0.1,64,0.759289505920784
[64],softmax,50,0.1,128,0.7090649244589629
[64],softmax,50,0.1,256,0.6651694569211923
[64],softmax,50,0.1,512,0.6651694569211923
[64],softmax,50,0.01,16,0.6884442629644753
[64],softmax,50,0.01,32,0.6651694569211923
[64],softmax,50,0.01,64,0.6651694569211923
[64],softmax,50,0.01,128,0.6651694569211923
[64],softmax,50,0.01,256,0.6651694569211923
[64],softmax,50,0.01,512,0.6651694569211923
[64],softmax,50,0.001,16,0.6651694569211923
[64],softmax,50,0.001,32,0.6651694569211923
[64],softmax,50,0.001,64,0.6651694569211923
[64],softmax,50,0.001,128,0.6651694569211923
[64],softmax,50,0.001,256,0.6651694569211923
[64],softmax,50,0.001,512,0.6937525520620661
[64],softmax,50,0.0001,16,0.6651694569211923
[64],softmax,50,0.0001,32,0.6651694569211923
[64],softmax,50,0.0001,64,0.6651694569211923
[64],softmax,50,0.0001,128,0.6653736218864843
[64],softmax,50,0.0001,256,0.33483054307880766
[64],softmax,50,0.0001,512,0.33483054307880766
[64],softmax,100,10.0,16,0.6651694569211923
[64],softmax,100,10.0,32,0.6651694569211923
[64],softmax,100,10.0,64,0.8429971416904859
[64],softmax,100,10.0,128,0.8246222948142099
[64],softmax,100,10.0,256,0.8142098815843202
[64],softmax,100,10.0,512,0.7615353205389955
[64],softmax,100,1.0,16,0.8123723968966925
[64],softmax,100,1.0,32,0.7909350755410371
[64],softmax,100,1.0,64,0.7984891792568395
[64],softmax,100,1.0,128,0.7846059616169865
[64],softmax,100,1.0,256,0.7782768476929359
[64],softmax,100,1.0,512,0.7752143732135566
[64],softmax,100,0.1,16,0.7844017966516945
[64],softmax,100,0.1,32,0.7756227031441405
[64],softmax,100,0.1,64,0.773172723560637
[64],softmax,100,0.1,128,0.7386688444262964
[64],softmax,100,0.1,256,0.7109024091465904
[64],softmax,100,0.1,512,0.6651694569211923
[64],softmax,100,0.01,16,0.7409146590445079
[64],softmax,100,0.01,32,0.6657819518170682
[64],softmax,100,0.01,64,0.6651694569211923
[64],softmax,100,0.01,128,0.6651694569211923
[64],softmax,100,0.01,256,0.6651694569211923
[64],softmax,100,0.01,512,0.6651694569211923
[64],softmax,100,0.001,16,0.6651694569211923
[64],softmax,100,0.001,32,0.6651694569211923
[64],softmax,100,0.001,64,0.6651694569211923
[64],softmax,100,0.001,128,0.6651694569211923
[64],softmax,100,0.001,256,0.6651694569211923
[64],softmax,100,0.001,512,0.6651694569211923
[64],softmax,100,0.0001,16,0.6651694569211923
[64],softmax,100,0.0001,32,0.6651694569211923
[64],softmax,100,0.0001,64,0.6651694569211923
[64],softmax,100,0.0001,128,0.6651694569211923
[64],softmax,100,0.0001,256,0.6651694569211923
[64],softmax,100,0.0001,512,0.4832584728460596
[64],softmax,250,10.0,16,0.33483054307880766
[64],softmax,250,10.0,32,0.6239281339322172
[64],softmax,250,10.0,64,0.8464679461004492
[64],softmax,250,10.0,128,0.8274806043282973
[64],softmax,250,10.0,256,0.8091057574520212
[64],softmax,250,10.0,512,0.814822376480196
[64],softmax,250,1.0,16,0.819314005716619
[64],softmax,250,1.0,32,0.8258472846059616
[64],softmax,250,1.0,64,0.8121682319314005
[64],softmax,250,1.0,128,0.7886892609228257
[64],softmax,250,1.0,256,0.7933850551245406
[64],softmax,250,1.0,512,0.7864434463046142
[64],softmax,250,0.1,16,0.7984891792568395
[64],softmax,250,0.1,32,0.78705594120049
[64],softmax,250,0.1,64,0.7833809718252348
[64],softmax,250,0.1,128,0.7613311555737036
[64],softmax,250,0.1,256,0.7596978358513679
[64],softmax,250,0.1,512,0.7182523478971009
[64],softmax,250,0.01,16,0.7719477337688853
[64],softmax,250,0.01,32,0.754389546753777
[64],softmax,250,0.01,64,0.7211106574111883
[64],softmax,250,0.01,128,0.6651694569211923
[64],softmax,250,0.01,256,0.6651694569211923
[64],softmax,250,0.01,512,0.6651694569211923
[64],softmax,250,0.001,16,0.6651694569211923
[64],softmax,250,0.001,32,0.6651694569211923
[64],softmax,250,0.001,64,0.6651694569211923
[64],softmax,250,0.001,128,0.6651694569211923
[64],softmax,250,0.001,256,0.6651694569211923
[64],softmax,250,0.001,512,0.6651694569211923
[64],softmax,250,0.0001,16,0.6651694569211923
[64],softmax,250,0.0001,32,0.6651694569211923
[64],softmax,250,0.0001,64,0.6651694569211923
[64],softmax,250,0.0001,128,0.6651694569211923
[64],softmax,250,0.0001,256,0.6651694569211923
[64],softmax,250,0.0001,512,0.33483054307880766
[64],tanh,1,10.0,16,0.4991833401388322
[64],tanh,1,10.0,32,0.6964066966108616
[64],tanh,1,10.0,64,0.6353613719885668
[64],tanh,1,10.0,128,0.6843609636586362
[64],tanh,1,10.0,256,0.6543487137607187
[64],tanh,1,10.0,512,0.6284197631686402
[64],tanh,1,1.0,16,0.6878317680685995
[64],tanh,1,1.0,32,0.6821151490404247
[64],tanh,1,1.0,64,0.7264189465087791
[64],tanh,1,1.0,128,0.7411188240097999
[64],tanh,1,1.0,256,0.5914659044507963
[64],tanh,1,1.0,512,0.7409146590445079
[64],tanh,1,0.1,16,0.7237648019599837
[64],tanh,1,0.1,32,0.7366271947733769
[64],tanh,1,0.1,64,0.7400979991833402
[64],tanh,1,0.1,128,0.7380563495304205
[64],tanh,1,0.1,256,0.7200898325847285
[64],tanh,1,0.1,512,0.7104940792160065
[64],tanh,1,0.01,16,0.7325438954675377
[64],tanh,1,0.01,32,0.7017149857084525
[64],tanh,1,0.01,64,0.6935483870967742
[64],tanh,1,0.01,128,0.6570028583095141
[64],tanh,1,0.01,256,0.6966108615761535
[64],tanh,1,0.01,512,0.5377705185790118
[64],tanh,1,0.001,16,0.6508779093507554
[64],tanh,1,0.001,32,0.6306655777868517
[64],tanh,1,0.001,64,0.6557778685177623
[64],tanh,1,0.001,128,0.5518579011841568
[64],tanh,1,0.001,256,0.6463862801143324
[64],tanh,1,0.001,512,0.5898325847284606
[64],tanh,1,0.0001,16,0.39975500204164965
[64],tanh,1,0.0001,32,0.5073499387505104
[64],tanh,1,0.0001,64,0.5869742752143732
[64],tanh,1,0.0001,128,0.5124540628828093
[64],tanh,1,0.0001,256,0.4426296447529604
[64],tanh,1,0.0001,512,0.4951000408329931
[64],tanh,10,10.0,16,0.7064107799101674
[64],tanh,10,10.0,32,0.6753777051857901
[64],tanh,10,10.0,64,0.6502654144548795
[64],tanh,10,10.0,128,0.643732135565537
[64],tanh,10,10.0,256,0.5751327072274398
[64],tanh,10,10.0,512,0.6749693752552062
[64],tanh,10,1.0,16,0.7029399755002042
[64],tanh,10,1.0,32,0.7590853409554921
[64],tanh,10,1.0,64,0.7645977950183749
[64],tanh,10,1.0,128,0.6966108615761535
[64],tanh,10,1.0,256,0.7106982441812985
[64],tanh,10,1.0,512,0.7509187423438138
[64],tanh,10,0.1,16,0.7799101674152715
[64],tanh,10,0.1,32,0.763781135157207
[64],tanh,10,0.1,64,0.7623519804001634
[64],tanh,10,0.1,128,0.7505104124132299
[64],tanh,10,0.1,256,0.7533687219273173
[64],tanh,10,0.1,512,0.745814618211515
[64],tanh,10,0.01,16,0.7578603511637403
[64],tanh,10,0.01,32,0.7537770518579012
[64],tanh,10,0.01,64,0.7415271539403838
[64],tanh,10,0.01,128,0.7390771743568804
[64],tanh,10,0.01,256,0.7209064924458963
[64],tanh,10,0.01,512,0.7008983258472846
[64],tanh,10,0.001,16,0.7386688444262964
[64],tanh,10,0.001,32,0.7133523887300939
[64],tanh,10,0.001,64,0.7019191506737444
[64],tanh,10,0.001,128,0.657819518170682
[64],tanh,10,0.001,256,0.6398530012249898
[64],tanh,10,0.001,512,0.5475704369130258
[64],tanh,10,0.0001,16,0.6322988975091874
[64],tanh,10,0.0001,32,0.5812576561861984
[64],tanh,10,0.0001,64,0.45283789301755817
[64],tanh,10,0.0001,128,0.45916700694160884
[64],tanh,10,0.0001,256,0.4638628011433238
[64],tanh,10,0.0001,512,0.587995100040833
[64],tanh,25,10.0,16,0.5230706410779911
[64],tanh,25,10.0,32,0.7307064107799102
[64],tanh,25,10.0,64,0.6220906492445897
[64],tanh,25,10.0,128,0.6523070641077992
[64],tanh,25,10.0,256,0.5690077582686811
[64],tanh,25,10.0,512,0.7213148223764801
