hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[8],tanh,100,0.0001,64,0.042948097
[8],tanh,100,0.0001,128,0.09987104
[8],tanh,100,0.0001,256,0.15362127
[8],tanh,100,0.0001,512,0.20707352
[8],tanh,250,10.0,16,
[8],tanh,250,10.0,32,
[8],tanh,250,10.0,64,
[8],tanh,250,10.0,128,
[8],tanh,250,10.0,256,
[8],tanh,250,10.0,512,
[8],tanh,250,1.0,16,
[8],tanh,250,1.0,32,
[8],tanh,250,1.0,64,
[8],tanh,250,1.0,128,
[8],tanh,250,1.0,256,
[8],tanh,250,1.0,512,
[8],tanh,250,0.1,16,0.013451174
[8],tanh,250,0.1,32,0.0150756
[8],tanh,250,0.1,64,0.0138674695
[8],tanh,250,0.1,128,0.014329587
[8],tanh,250,0.1,256,0.0144487275
[8],tanh,250,0.1,512,0.014588533
[8],tanh,250,0.01,16,0.0142904725
[8],tanh,250,0.01,32,0.014685952
[8],tanh,250,0.01,64,0.014922222
[8],tanh,250,0.01,128,0.015429726
[8],tanh,250,0.01,256,0.015785167
[8],tanh,250,0.01,512,0.016434023
[8],tanh,250,0.001,16,0.015472191
[8],tanh,250,0.001,32,0.015891742
[8],tanh,250,0.001,64,0.015349438
[8],tanh,250,0.001,128,0.016053868
[8],tanh,250,0.001,256,0.018142903
[8],tanh,250,0.001,512,0.022278586
[8],tanh,250,0.0001,16,0.01671188
[8],tanh,250,0.0001,32,0.017198324
[8],tanh,250,0.0001,64,0.02153209
[8],tanh,250,0.0001,128,0.040885706
[8],tanh,250,0.0001,256,0.042217206
[8],tanh,250,0.0001,512,0.16129272
[16],linear,1,10.0,16,
[16],linear,1,10.0,32,
[16],linear,1,10.0,64,
[16],linear,1,10.0,128,
[16],linear,1,10.0,256,
[16],linear,1,10.0,512,
[16],linear,1,1.0,16,
[16],linear,1,1.0,32,
[16],linear,1,1.0,64,
[16],linear,1,1.0,128,
[16],linear,1,1.0,256,
[16],linear,1,1.0,512,
[16],linear,1,0.1,16,0.02152238
[16],linear,1,0.1,32,0.01884416
[16],linear,1,0.1,64,0.0161431
[16],linear,1,0.1,128,0.016685026
[16],linear,1,0.1,256,0.019770656
[16],linear,1,0.1,512,0.031854477
[16],linear,1,0.01,16,0.016317384
[16],linear,1,0.01,32,0.02151825
[16],linear,1,0.01,64,0.028495692
[16],linear,1,0.01,128,0.060897995
[16],linear,1,0.01,256,0.05402331
[16],linear,1,0.01,512,0.2881135
[16],linear,1,0.001,16,0.0980841
[16],linear,1,0.001,32,0.13315925
[16],linear,1,0.001,64,0.26471624
[16],linear,1,0.001,128,0.35411957
[16],linear,1,0.001,256,0.34541133
[16],linear,1,0.001,512,0.39101833
[16],linear,1,0.0001,16,0.33891195
[16],linear,1,0.0001,32,0.30270582
[16],linear,1,0.0001,64,0.41809803
[16],linear,1,0.0001,128,0.35022292
[16],linear,1,0.0001,256,0.22727877
[16],linear,1,0.0001,512,0.8938372
[16],linear,10,10.0,16,
[16],linear,10,10.0,32,
[16],linear,10,10.0,64,
[16],linear,10,10.0,128,
[16],linear,10,10.0,256,
[16],linear,10,10.0,512,
[16],linear,10,1.0,16,
[16],linear,10,1.0,32,
[16],linear,10,1.0,64,
[16],linear,10,1.0,128,
[16],linear,10,1.0,256,
[16],linear,10,1.0,512,
[16],linear,10,0.1,16,0.018829267
[16],linear,10,0.1,32,0.019296912
[16],linear,10,0.1,64,0.015935117
[16],linear,10,0.1,128,0.015731422
[16],linear,10,0.1,256,0.016116565
[16],linear,10,0.1,512,0.01613158
[16],linear,10,0.01,16,0.016351204
[16],linear,10,0.01,32,0.015701571
[16],linear,10,0.01,64,0.016037611
[16],linear,10,0.01,128,0.015751215
[16],linear,10,0.01,256,0.020373361
[16],linear,10,0.01,512,0.018366614
[16],linear,10,0.001,16,0.01603592
[16],linear,10,0.001,32,0.017009806
[16],linear,10,0.001,64,0.033418033
[16],linear,10,0.001,128,0.062438715
[16],linear,10,0.001,256,0.11792295
[16],linear,10,0.001,512,0.20017602
[16],linear,10,0.0001,16,0.10934135
[16],linear,10,0.0001,32,0.25678363
[16],linear,10,0.0001,64,0.23771873
[16],linear,10,0.0001,128,0.46166074
[16],linear,10,0.0001,256,0.39625415
[16],linear,10,0.0001,512,0.5302305
[16],linear,25,10.0,16,
[16],linear,25,10.0,32,
[16],linear,25,10.0,64,
[16],linear,25,10.0,128,
[16],linear,25,10.0,256,
[16],linear,25,10.0,512,
[16],linear,25,1.0,16,
[16],linear,25,1.0,32,
[16],linear,25,1.0,64,
[16],linear,25,1.0,128,
[16],linear,25,1.0,256,
[16],linear,25,1.0,512,
[16],linear,25,0.1,16,0.016957548
[16],linear,25,0.1,32,0.018106835
[16],linear,25,0.1,64,0.015997862
[16],linear,25,0.1,128,0.015856665
[16],linear,25,0.1,256,0.016227327
[16],linear,25,0.1,512,0.015884973
[16],linear,25,0.01,16,0.015837641
[16],linear,25,0.01,32,0.01569295
[16],linear,25,0.01,64,0.015778592
[16],linear,25,0.01,128,0.016071662
[16],linear,25,0.01,256,0.01630925
[16],linear,25,0.01,512,0.020405082
[16],linear,25,0.001,16,0.015685717
[16],linear,25,0.001,32,0.016208068
[16],linear,25,0.001,64,0.020361422
[16],linear,25,0.001,128,0.023091918
[16],linear,25,0.001,256,0.034920953
[16],linear,25,0.001,512,0.08268755
[16],linear,25,0.0001,16,0.029290644
[16],linear,25,0.0001,32,0.0571446
[16],linear,25,0.0001,64,0.16983104
[16],linear,25,0.0001,128,0.09781999
[16],linear,25,0.0001,256,0.47984773
[16],linear,25,0.0001,512,0.78695726
[16],linear,50,10.0,16,
[16],linear,50,10.0,32,
[16],linear,50,10.0,64,
[16],linear,50,10.0,128,
[16],linear,50,10.0,256,
[16],linear,50,10.0,512,
[16],linear,50,1.0,16,
[16],linear,50,1.0,32,
[16],linear,50,1.0,64,
[16],linear,50,1.0,128,
[16],linear,50,1.0,256,
[16],linear,50,1.0,512,
[16],linear,50,0.1,16,0.016506627
[16],linear,50,0.1,32,0.016927904
[16],linear,50,0.1,64,0.015790327
[16],linear,50,0.1,128,0.015996514
[16],linear,50,0.1,256,0.015805298
[16],linear,50,0.1,512,0.01582922
[16],linear,50,0.01,16,0.015715977
[16],linear,50,0.01,32,0.015673213
[16],linear,50,0.01,64,0.015646312
[16],linear,50,0.01,128,0.015644642
[16],linear,50,0.01,256,0.015680576
[16],linear,50,0.01,512,0.016595753
[16],linear,50,0.001,16,0.01569511
[16],linear,50,0.001,32,0.015677832
[16],linear,50,0.001,64,0.015796034
[16],linear,50,0.001,128,0.016816553
[16],linear,50,0.001,256,0.024394894
[16],linear,50,0.001,512,0.06385437
[16],linear,50,0.0001,16,0.016502082
[16],linear,50,0.0001,32,0.03800965
[16],linear,50,0.0001,64,0.05579526
[16],linear,50,0.0001,128,0.186026
[16],linear,50,0.0001,256,0.22424252
[16],linear,50,0.0001,512,0.2214367
[16],linear,100,10.0,16,
[16],linear,100,10.0,32,
[16],linear,100,10.0,64,
[16],linear,100,10.0,128,
[16],linear,100,10.0,256,
[16],linear,100,10.0,512,
[16],linear,100,1.0,16,
[16],linear,100,1.0,32,
[16],linear,100,1.0,64,
[16],linear,100,1.0,128,
[16],linear,100,1.0,256,
[16],linear,100,1.0,512,
[16],linear,100,0.1,16,0.016315702
[16],linear,100,0.1,32,0.016237447
[16],linear,100,0.1,64,0.01586992
[16],linear,100,0.1,128,0.016163679
[16],linear,100,0.1,256,0.016051928
[16],linear,100,0.1,512,0.015731284
[16],linear,100,0.01,16,0.01581767
[16],linear,100,0.01,32,0.015877688
[16],linear,100,0.01,64,0.015645146
[16],linear,100,0.01,128,0.015651032
[16],linear,100,0.01,256,0.0163201
[16],linear,100,0.01,512,0.01566102
[16],linear,100,0.001,16,0.015715878
[16],linear,100,0.001,32,0.01606643
[16],linear,100,0.001,64,0.016124345
[16],linear,100,0.001,128,0.015819432
[16],linear,100,0.001,256,0.016834369
[16],linear,100,0.001,512,0.037203077
[16],linear,100,0.0001,16,0.016533244
[16],linear,100,0.0001,32,0.01785407
[16],linear,100,0.0001,64,0.030743202
[16],linear,100,0.0001,128,0.06476692
[16],linear,100,0.0001,256,0.07644998
[16],linear,100,0.0001,512,0.19376114
[16],linear,250,10.0,16,
[16],linear,250,10.0,32,
[16],linear,250,10.0,64,
[16],linear,250,10.0,128,
[16],linear,250,10.0,256,
[16],linear,250,10.0,512,
[16],linear,250,1.0,16,
[16],linear,250,1.0,32,
[16],linear,250,1.0,64,
[16],linear,250,1.0,128,
[16],linear,250,1.0,256,
[16],linear,250,1.0,512,
[16],linear,250,0.1,16,0.018999314
[16],linear,250,0.1,32,0.015862625
[16],linear,250,0.1,64,0.01580791
[16],linear,250,0.1,128,0.015768785
[16],linear,250,0.1,256,0.016365616
[16],linear,250,0.1,512,0.015678788
[16],linear,250,0.01,16,0.015708573
[16],linear,250,0.01,32,0.015725967
[16],linear,250,0.01,64,0.015646571
[16],linear,250,0.01,128,0.015652487
[16],linear,250,0.01,256,0.015648779
[16],linear,250,0.01,512,0.015659325
[16],linear,250,0.001,16,0.01566672
[16],linear,250,0.001,32,0.015683338
[16],linear,250,0.001,64,0.01600981
[16],linear,250,0.001,128,0.016085839
[16],linear,250,0.001,256,0.015800096
[16],linear,250,0.001,512,0.017448325
[16],linear,250,0.0001,16,0.01588646
[16],linear,250,0.0001,32,0.016173674
[16],linear,250,0.0001,64,0.016365899
[16],linear,250,0.0001,128,0.02505272
[16],linear,250,0.0001,256,0.03612755
[16],linear,250,0.0001,512,0.0889717
[16],sigmoid,1,10.0,16,
[16],sigmoid,1,10.0,32,
[16],sigmoid,1,10.0,64,
[16],sigmoid,1,10.0,128,
[16],sigmoid,1,10.0,256,
[16],sigmoid,1,10.0,512,1.1425994e+28
[16],sigmoid,1,1.0,16,
[16],sigmoid,1,1.0,32,
[16],sigmoid,1,1.0,64,
[16],sigmoid,1,1.0,128,
[16],sigmoid,1,1.0,256,3145.2974
[16],sigmoid,1,1.0,512,11042.949
[16],sigmoid,1,0.1,16,0.016491862
[16],sigmoid,1,0.1,32,0.016474528
[16],sigmoid,1,0.1,64,0.019553907
[16],sigmoid,1,0.1,128,0.021109937
[16],sigmoid,1,0.1,256,0.02254129
[16],sigmoid,1,0.1,512,0.029026123
[16],sigmoid,1,0.01,16,0.021682175
[16],sigmoid,1,0.01,32,0.021582663
[16],sigmoid,1,0.01,64,0.028335229
[16],sigmoid,1,0.01,128,0.017536702
[16],sigmoid,1,0.01,256,0.027906861
[16],sigmoid,1,0.01,512,0.07220692
[16],sigmoid,1,0.001,16,0.027885798
[16],sigmoid,1,0.001,32,0.044314377
[16],sigmoid,1,0.001,64,0.09970204
[16],sigmoid,1,0.001,128,0.029188724
[16],sigmoid,1,0.001,256,0.7653214
[16],sigmoid,1,0.001,512,0.8418304
[16],sigmoid,1,0.0001,16,0.42077905
[16],sigmoid,1,0.0001,32,0.18356115
[16],sigmoid,1,0.0001,64,0.71957046
[16],sigmoid,1,0.0001,128,0.2659939
[16],sigmoid,1,0.0001,256,0.27754936
[16],sigmoid,1,0.0001,512,0.03080134
[16],sigmoid,10,10.0,16,
[16],sigmoid,10,10.0,32,
[16],sigmoid,10,10.0,64,
[16],sigmoid,10,10.0,128,
[16],sigmoid,10,10.0,256,
[16],sigmoid,10,10.0,512,
[16],sigmoid,10,1.0,16,
[16],sigmoid,10,1.0,32,
[16],sigmoid,10,1.0,64,
[16],sigmoid,10,1.0,128,
[16],sigmoid,10,1.0,256,
[16],sigmoid,10,1.0,512,
[16],sigmoid,10,0.1,16,0.028011488
[16],sigmoid,10,0.1,32,0.015847893
[16],sigmoid,10,0.1,64,0.01631412
[16],sigmoid,10,0.1,128,0.01629334
[16],sigmoid,10,0.1,256,0.017881442
[16],sigmoid,10,0.1,512,0.017242348
[16],sigmoid,10,0.01,16,0.016687028
[16],sigmoid,10,0.01,32,0.016280215
[16],sigmoid,10,0.01,64,0.01862104
[16],sigmoid,10,0.01,128,0.01935168
[16],sigmoid,10,0.01,256,0.025529465
[16],sigmoid,10,0.01,512,0.022477387
[16],sigmoid,10,0.001,16,0.022500312
[16],sigmoid,10,0.001,32,0.027762918
[16],sigmoid,10,0.001,64,0.02675576
[16],sigmoid,10,0.001,128,0.029565934
[16],sigmoid,10,0.001,256,0.049928233
[16],sigmoid,10,0.001,512,0.04208668
[16],sigmoid,10,0.0001,16,0.030123442
[16],sigmoid,10,0.0001,32,0.03266936
[16],sigmoid,10,0.0001,64,0.18914436
[16],sigmoid,10,0.0001,128,0.531828
[16],sigmoid,10,0.0001,256,0.09660468
[16],sigmoid,10,0.0001,512,0.5463509
[16],sigmoid,25,10.0,16,
[16],sigmoid,25,10.0,32,
[16],sigmoid,25,10.0,64,
[16],sigmoid,25,10.0,128,
[16],sigmoid,25,10.0,256,
[16],sigmoid,25,10.0,512,
[16],sigmoid,25,1.0,16,
[16],sigmoid,25,1.0,32,
[16],sigmoid,25,1.0,64,
[16],sigmoid,25,1.0,128,
[16],sigmoid,25,1.0,256,
[16],sigmoid,25,1.0,512,3274.857
[16],sigmoid,25,0.1,16,0.02897889
[16],sigmoid,25,0.1,32,0.02660539
[16],sigmoid,25,0.1,64,0.016237404
[16],sigmoid,25,0.1,128,0.01626966
[16],sigmoid,25,0.1,256,0.01575231
[16],sigmoid,25,0.1,512,0.016651226
[16],sigmoid,25,0.01,16,0.015888905
[16],sigmoid,25,0.01,32,0.016107801
[16],sigmoid,25,0.01,64,0.016498366
[16],sigmoid,25,0.01,128,0.01729644
[16],sigmoid,25,0.01,256,0.018860742
[16],sigmoid,25,0.01,512,0.02120349
[16],sigmoid,25,0.001,16,0.018866183
[16],sigmoid,25,0.001,32,0.0194057
[16],sigmoid,25,0.001,64,0.021609733
[16],sigmoid,25,0.001,128,0.022633476
[16],sigmoid,25,0.001,256,0.03486796
[16],sigmoid,25,0.001,512,0.026203092
[16],sigmoid,25,0.0001,16,0.030868089
[16],sigmoid,25,0.0001,32,0.02876253
[16],sigmoid,25,0.0001,64,0.050280724
[16],sigmoid,25,0.0001,128,0.04307467
[16],sigmoid,25,0.0001,256,0.10748841
[16],sigmoid,25,0.0001,512,0.02862949
[16],sigmoid,50,10.0,16,
[16],sigmoid,50,10.0,32,
[16],sigmoid,50,10.0,64,
[16],sigmoid,50,10.0,128,
[16],sigmoid,50,10.0,256,
[16],sigmoid,50,10.0,512,
[16],sigmoid,50,1.0,16,
[16],sigmoid,50,1.0,32,
[16],sigmoid,50,1.0,64,
[16],sigmoid,50,1.0,128,
[16],sigmoid,50,1.0,256,
[16],sigmoid,50,1.0,512,
[16],sigmoid,50,0.1,16,0.035747465
[16],sigmoid,50,0.1,32,0.0243515
[16],sigmoid,50,0.1,64,0.015529882
[16],sigmoid,50,0.1,128,0.016010214
[16],sigmoid,50,0.1,256,0.016655872
[16],sigmoid,50,0.1,512,0.016404383
[16],sigmoid,50,0.01,16,0.015778806
[16],sigmoid,50,0.01,32,0.015739162
[16],sigmoid,50,0.01,64,0.016409356
[16],sigmoid,50,0.01,128,0.016295178
[16],sigmoid,50,0.01,256,0.018451663
[16],sigmoid,50,0.01,512,0.020533953
[16],sigmoid,50,0.001,16,0.018281562
[16],sigmoid,50,0.001,32,0.017769564
[16],sigmoid,50,0.001,64,0.02243771
[16],sigmoid,50,0.001,128,0.025696594
[16],sigmoid,50,0.001,256,0.029179005
[16],sigmoid,50,0.001,512,0.023710756
[16],sigmoid,50,0.0001,16,0.025569752
[16],sigmoid,50,0.0001,32,0.02370913
[16],sigmoid,50,0.0001,64,0.025895717
[16],sigmoid,50,0.0001,128,0.031314775
[16],sigmoid,50,0.0001,256,0.1739466
[16],sigmoid,50,0.0001,512,0.123022914
[16],sigmoid,100,10.0,16,
[16],sigmoid,100,10.0,32,
[16],sigmoid,100,10.0,64,
[16],sigmoid,100,10.0,128,
[16],sigmoid,100,10.0,256,
[16],sigmoid,100,10.0,512,
[16],sigmoid,100,1.0,16,
[16],sigmoid,100,1.0,32,
[16],sigmoid,100,1.0,64,
[16],sigmoid,100,1.0,128,
[16],sigmoid,100,1.0,256,
[16],sigmoid,100,1.0,512,
[16],sigmoid,100,0.1,16,0.024335027
[16],sigmoid,100,0.1,32,0.018312883
[16],sigmoid,100,0.1,64,0.015882839
[16],sigmoid,100,0.1,128,0.015590383
[16],sigmoid,100,0.1,256,0.016576244
[16],sigmoid,100,0.1,512,0.015902737
[16],sigmoid,100,0.01,16,0.015506858
[16],sigmoid,100,0.01,32,0.016338846
[16],sigmoid,100,0.01,64,0.015836982
[16],sigmoid,100,0.01,128,0.01610889
[16],sigmoid,100,0.01,256,0.016309213
[16],sigmoid,100,0.01,512,0.017481672
[16],sigmoid,100,0.001,16,0.016265752
[16],sigmoid,100,0.001,32,0.017432064
[16],sigmoid,100,0.001,64,0.01842095
[16],sigmoid,100,0.001,128,0.02309853
[16],sigmoid,100,0.001,256,0.018819764
[16],sigmoid,100,0.001,512,0.022112727
[16],sigmoid,100,0.0001,16,0.020605443
[16],sigmoid,100,0.0001,32,0.02205086
[16],sigmoid,100,0.0001,64,0.028368397
[16],sigmoid,100,0.0001,128,0.025696054
[16],sigmoid,100,0.0001,256,0.033623
[16],sigmoid,100,0.0001,512,0.03241751
[16],sigmoid,250,10.0,16,
[16],sigmoid,250,10.0,32,
[16],sigmoid,250,10.0,64,
[16],sigmoid,250,10.0,128,
[16],sigmoid,250,10.0,256,
[16],sigmoid,250,10.0,512,
[16],sigmoid,250,1.0,16,
[16],sigmoid,250,1.0,32,
[16],sigmoid,250,1.0,64,
[16],sigmoid,250,1.0,128,
[16],sigmoid,250,1.0,256,
[16],sigmoid,250,1.0,512,
[16],sigmoid,250,0.1,16,0.013776848
[16],sigmoid,250,0.1,32,0.013951672
[16],sigmoid,250,0.1,64,0.01560676
[16],sigmoid,250,0.1,128,0.01550611
[16],sigmoid,250,0.1,256,0.015402632
[16],sigmoid,250,0.1,512,0.015632996
[16],sigmoid,250,0.01,16,0.015369373
[16],sigmoid,250,0.01,32,0.015448792
[16],sigmoid,250,0.01,64,0.015576424
[16],sigmoid,250,0.01,128,0.01558657
[16],sigmoid,250,0.01,256,0.01592772
[16],sigmoid,250,0.01,512,0.016248459
[16],sigmoid,250,0.001,16,0.01574635
[16],sigmoid,250,0.001,32,0.016359473
[16],sigmoid,250,0.001,64,0.017185291
[16],sigmoid,250,0.001,128,0.018372383
[16],sigmoid,250,0.001,256,0.020339202
[16],sigmoid,250,0.001,512,0.023072068
[16],sigmoid,250,0.0001,16,0.01871182
[16],sigmoid,250,0.0001,32,0.019647075
[16],sigmoid,250,0.0001,64,0.022448728
[16],sigmoid,250,0.0001,128,0.024455387
[16],sigmoid,250,0.0001,256,0.024035577
[16],sigmoid,250,0.0001,512,0.025500247
[16],relu,1,10.0,16,
[16],relu,1,10.0,32,
[16],relu,1,10.0,64,
[16],relu,1,10.0,128,
[16],relu,1,10.0,256,
[16],relu,1,10.0,512,
[16],relu,1,1.0,16,
[16],relu,1,1.0,32,
[16],relu,1,1.0,64,
[16],relu,1,1.0,128,
[16],relu,1,1.0,256,
[16],relu,1,1.0,512,
[16],relu,1,0.1,16,0.017679883
[16],relu,1,0.1,32,0.01842989
[16],relu,1,0.1,64,0.018733164
[16],relu,1,0.1,128,0.02439424
[16],relu,1,0.1,256,0.03648433
[16],relu,1,0.1,512,0.043740194
[16],relu,1,0.01,16,0.022773609
[16],relu,1,0.01,32,0.029941663
[16],relu,1,0.01,64,0.043529987
[16],relu,1,0.01,128,0.045818765
[16],relu,1,0.01,256,0.078222424
[16],relu,1,0.01,512,0.1006604
[16],relu,1,0.001,16,0.047866203
[16],relu,1,0.001,32,0.18669857
[16],relu,1,0.001,64,0.07165609
[16],relu,1,0.001,128,0.18087655
[16],relu,1,0.001,256,0.72390383
[16],relu,1,0.001,512,0.22089991
[16],relu,1,0.0001,16,0.16434664
[16],relu,1,0.0001,32,0.41062763
[16],relu,1,0.0001,64,0.12204661
[16],relu,1,0.0001,128,0.14027858
[16],relu,1,0.0001,256,0.21780285
[16],relu,1,0.0001,512,0.34282836
[16],relu,10,10.0,16,
[16],relu,10,10.0,32,
[16],relu,10,10.0,64,
[16],relu,10,10.0,128,
[16],relu,10,10.0,256,
[16],relu,10,10.0,512,
[16],relu,10,1.0,16,
[16],relu,10,1.0,32,
[16],relu,10,1.0,64,
[16],relu,10,1.0,128,
[16],relu,10,1.0,256,
[16],relu,10,1.0,512,
[16],relu,10,0.1,16,0.01873813
[16],relu,10,0.1,32,0.020662695
[16],relu,10,0.1,64,0.015188153
[16],relu,10,0.1,128,0.015668802
[16],relu,10,0.1,256,0.017243158
[16],relu,10,0.1,512,0.015254856
[16],relu,10,0.01,16,0.015514005
[16],relu,10,0.01,32,0.017767712
[16],relu,10,0.01,64,0.019187123
[16],relu,10,0.01,128,0.021317849
[16],relu,10,0.01,256,0.028344512
[16],relu,10,0.01,512,0.039576232
[16],relu,10,0.001,16,0.02788281
[16],relu,10,0.001,32,0.03037808
[16],relu,10,0.001,64,0.04684217
[16],relu,10,0.001,128,0.056271285
[16],relu,10,0.001,256,0.102489926
[16],relu,10,0.001,512,0.08316299
[16],relu,10,0.0001,16,0.05898244
[16],relu,10,0.0001,32,0.19019714
[16],relu,10,0.0001,64,0.1616977
[16],relu,10,0.0001,128,0.25819352
[16],relu,10,0.0001,256,0.18199962
[16],relu,10,0.0001,512,0.24565071
[16],relu,25,10.0,16,
[16],relu,25,10.0,32,
[16],relu,25,10.0,64,
[16],relu,25,10.0,128,
[16],relu,25,10.0,256,
[16],relu,25,10.0,512,
[16],relu,25,1.0,16,
[16],relu,25,1.0,32,
[16],relu,25,1.0,64,
[16],relu,25,1.0,128,
[16],relu,25,1.0,256,
[16],relu,25,1.0,512,
[16],relu,25,0.1,16,0.0132720005
[16],relu,25,0.1,32,0.013936104
[16],relu,25,0.1,64,0.014918466
[16],relu,25,0.1,128,0.0145661775
[16],relu,25,0.1,256,0.01535261
[16],relu,25,0.1,512,0.015596463
[16],relu,25,0.01,16,0.014695821
[16],relu,25,0.01,32,0.015479359
[16],relu,25,0.01,64,0.016190663
[16],relu,25,0.01,128,0.018860271
[16],relu,25,0.01,256,0.018898176
[16],relu,25,0.01,512,0.024899049
[16],relu,25,0.001,16,0.016520882
[16],relu,25,0.001,32,0.01885329
[16],relu,25,0.001,64,0.027160421
[16],relu,25,0.001,128,0.038506832
[16],relu,25,0.001,256,0.091774024
[16],relu,25,0.001,512,0.04286197
[16],relu,25,0.0001,16,0.04596319
[16],relu,25,0.0001,32,0.07950639
[16],relu,25,0.0001,64,0.08733274
[16],relu,25,0.0001,128,0.085129716
[16],relu,25,0.0001,256,0.33983302
[16],relu,25,0.0001,512,0.16606209
[16],relu,50,10.0,16,
[16],relu,50,10.0,32,
[16],relu,50,10.0,64,
[16],relu,50,10.0,128,
[16],relu,50,10.0,256,
[16],relu,50,10.0,512,
[16],relu,50,1.0,16,
[16],relu,50,1.0,32,
[16],relu,50,1.0,64,
[16],relu,50,1.0,128,
[16],relu,50,1.0,256,
[16],relu,50,1.0,512,
[16],relu,50,0.1,16,0.013901315
[16],relu,50,0.1,32,0.013969762
[16],relu,50,0.1,64,0.013811397
[16],relu,50,0.1,128,0.014699323
[16],relu,50,0.1,256,0.015254002
[16],relu,50,0.1,512,0.015074506
[16],relu,50,0.01,16,0.014134271
[16],relu,50,0.01,32,0.014788548
[16],relu,50,0.01,64,0.015716605
[16],relu,50,0.01,128,0.016191987
[16],relu,50,0.01,256,0.01716279
[16],relu,50,0.01,512,0.023041064
[16],relu,50,0.001,16,0.016829105
[16],relu,50,0.001,32,0.019831551
[16],relu,50,0.001,64,0.020030634
[16],relu,50,0.001,128,0.02549999
[16],relu,50,0.001,256,0.027301412
[16],relu,50,0.001,512,0.061939124
[16],relu,50,0.0001,16,0.028641693
[16],relu,50,0.0001,32,0.036934525
[16],relu,50,0.0001,64,0.0774651
[16],relu,50,0.0001,128,0.077601776
[16],relu,50,0.0001,256,0.094843395
[16],relu,50,0.0001,512,0.40275538
[16],relu,100,10.0,16,
[16],relu,100,10.0,32,
[16],relu,100,10.0,64,
[16],relu,100,10.0,128,
[16],relu,100,10.0,256,
[16],relu,100,10.0,512,
[16],relu,100,1.0,16,
[16],relu,100,1.0,32,
[16],relu,100,1.0,64,
[16],relu,100,1.0,128,
[16],relu,100,1.0,256,
[16],relu,100,1.0,512,
[16],relu,100,0.1,16,0.013339574
[16],relu,100,0.1,32,0.01638781
[16],relu,100,0.1,64,0.013530739
[16],relu,100,0.1,128,0.01400135
[16],relu,100,0.1,256,0.014209185
[16],relu,100,0.1,512,0.014590649
[16],relu,100,0.01,16,0.013850941
[16],relu,100,0.01,32,0.014537469
[16],relu,100,0.01,64,0.015014399
[16],relu,100,0.01,128,0.015002546
[16],relu,100,0.01,256,0.016251557
[16],relu,100,0.01,512,0.017919997
[16],relu,100,0.001,16,0.015803011
[16],relu,100,0.001,32,0.017575415
[16],relu,100,0.001,64,0.018835207
[16],relu,100,0.001,128,0.021992702
[16],relu,100,0.001,256,0.026634393
[16],relu,100,0.001,512,0.033673
[16],relu,100,0.0001,16,0.020970168
[16],relu,100,0.0001,32,0.029509252
[16],relu,100,0.0001,64,0.029585037
[16],relu,100,0.0001,128,0.047486313
[16],relu,100,0.0001,256,0.067002885
[16],relu,100,0.0001,512,0.18499386
[16],relu,250,10.0,16,
[16],relu,250,10.0,32,
[16],relu,250,10.0,64,
[16],relu,250,10.0,128,
[16],relu,250,10.0,256,
[16],relu,250,10.0,512,
[16],relu,250,1.0,16,
[16],relu,250,1.0,32,
[16],relu,250,1.0,64,
[16],relu,250,1.0,128,
[16],relu,250,1.0,256,
[16],relu,250,1.0,512,
[16],relu,250,0.1,16,0.013426609
[16],relu,250,0.1,32,0.013724633
[16],relu,250,0.1,64,0.012905649
[16],relu,250,0.1,128,0.013701031
[16],relu,250,0.1,256,0.014120802
[16],relu,250,0.1,512,0.014084012
[16],relu,250,0.01,16,0.013649146
[16],relu,250,0.01,32,0.0138637265
[16],relu,250,0.01,64,0.014015254
[16],relu,250,0.01,128,0.0145183
[16],relu,250,0.01,256,0.015311628
[16],relu,250,0.01,512,0.016371084
[16],relu,250,0.001,16,0.015023327
[16],relu,250,0.001,32,0.015180723
[16],relu,250,0.001,64,0.016583819
[16],relu,250,0.001,128,0.017982075
[16],relu,250,0.001,256,0.021970835
[16],relu,250,0.001,512,0.021383332
[16],relu,250,0.0001,16,0.019347075
[16],relu,250,0.0001,32,0.021567654
[16],relu,250,0.0001,64,0.028616816
[16],relu,250,0.0001,128,0.033614475
[16],relu,250,0.0001,256,0.04566504
[16],relu,250,0.0001,512,0.10887353
[16],softmax,1,10.0,16,
[16],softmax,1,10.0,32,
[16],softmax,1,10.0,64,
[16],softmax,1,10.0,128,
[16],softmax,1,10.0,256,
[16],softmax,1,10.0,512,5.174796e+27
[16],softmax,1,1.0,16,
[16],softmax,1,1.0,32,
[16],softmax,1,1.0,64,1.2666984e+27
[16],softmax,1,1.0,128,4231004.0
[16],softmax,1,1.0,256,35.429783
[16],softmax,1,1.0,512,4.53197
[16],softmax,1,0.1,16,0.021629807
[16],softmax,1,0.1,32,0.022154076
[16],softmax,1,0.1,64,0.020656683
[16],softmax,1,0.1,128,0.022515465
[16],softmax,1,0.1,256,0.021644246
[16],softmax,1,0.1,512,0.024276394
[16],softmax,1,0.01,16,0.021738451
[16],softmax,1,0.01,32,0.02183124
[16],softmax,1,0.01,64,0.037714418
[16],softmax,1,0.01,128,0.07148891
[16],softmax,1,0.01,256,0.048490163
[16],softmax,1,0.01,512,0.16288581
[16],softmax,1,0.001,16,0.13899083
[16],softmax,1,0.001,32,0.28457037
