hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[32],tanh,100,0.1,64,0.014759784
[32],tanh,100,0.1,128,0.014126137
[32],tanh,100,0.1,256,0.0144929495
[32],tanh,100,0.1,512,0.014791853
[32],tanh,100,0.01,16,0.013934242
[32],tanh,100,0.01,32,0.01446736
[32],tanh,100,0.01,64,0.015162834
[32],tanh,100,0.01,128,0.015370372
[32],tanh,100,0.01,256,0.01612065
[32],tanh,100,0.01,512,0.016798502
[32],tanh,100,0.001,16,0.015666973
[32],tanh,100,0.001,32,0.016224088
[32],tanh,100,0.001,64,0.016382635
[32],tanh,100,0.001,128,0.017316965
[32],tanh,100,0.001,256,0.016754925
[32],tanh,100,0.001,512,0.024539625
[32],tanh,100,0.0001,16,0.016783286
[32],tanh,100,0.0001,32,0.020128103
[32],tanh,100,0.0001,64,0.031635463
[32],tanh,100,0.0001,128,0.03937366
[32],tanh,100,0.0001,256,0.13601598
[32],tanh,100,0.0001,512,0.22600996
[32],tanh,250,10.0,16,
[32],tanh,250,10.0,32,
[32],tanh,250,10.0,64,
[32],tanh,250,10.0,128,
[32],tanh,250,10.0,256,
[32],tanh,250,10.0,512,
[32],tanh,250,1.0,16,
[32],tanh,250,1.0,32,
[32],tanh,250,1.0,64,
[32],tanh,250,1.0,128,
[32],tanh,250,1.0,256,
[32],tanh,250,1.0,512,
[32],tanh,250,0.1,16,0.01892064
[32],tanh,250,0.1,32,0.016681436
[32],tanh,250,0.1,64,0.013133839
[32],tanh,250,0.1,128,0.013032896
[32],tanh,250,0.1,256,0.013666403
[32],tanh,250,0.1,512,0.014149252
[32],tanh,250,0.01,16,0.01335854
[32],tanh,250,0.01,32,0.013874037
[32],tanh,250,0.01,64,0.014269096
[32],tanh,250,0.01,128,0.014952379
[32],tanh,250,0.01,256,0.0153076975
[32],tanh,250,0.01,512,0.015837334
[32],tanh,250,0.001,16,0.015304487
[32],tanh,250,0.001,32,0.015401037
[32],tanh,250,0.001,64,0.016128642
[32],tanh,250,0.001,128,0.01658216
[32],tanh,250,0.001,256,0.01692785
[32],tanh,250,0.001,512,0.01723678
[32],tanh,250,0.0001,16,0.015849406
[32],tanh,250,0.0001,32,0.01723288
[32],tanh,250,0.0001,64,0.01858174
[32],tanh,250,0.0001,128,0.021342978
[32],tanh,250,0.0001,256,0.039395757
[32],tanh,250,0.0001,512,0.13192877
[64],linear,1,10.0,16,
[64],linear,1,10.0,32,
[64],linear,1,10.0,64,
[64],linear,1,10.0,128,
[64],linear,1,10.0,256,
[64],linear,1,10.0,512,
[64],linear,1,1.0,16,
[64],linear,1,1.0,32,
[64],linear,1,1.0,64,
[64],linear,1,1.0,128,
[64],linear,1,1.0,256,
[64],linear,1,1.0,512,
[64],linear,1,0.1,16,0.04018195
[64],linear,1,0.1,32,0.029838247
[64],linear,1,0.1,64,0.018541614
[64],linear,1,0.1,128,0.024907522
[64],linear,1,0.1,256,0.018441448
[64],linear,1,0.1,512,0.016528891
[64],linear,1,0.01,16,0.015900314
[64],linear,1,0.01,32,0.023472503
[64],linear,1,0.01,64,0.016320253
[64],linear,1,0.01,128,0.02839014
[64],linear,1,0.01,256,0.035520896
[64],linear,1,0.01,512,0.106392026
[64],linear,1,0.001,16,0.029437466
[64],linear,1,0.001,32,0.06171989
[64],linear,1,0.001,64,0.17902313
[64],linear,1,0.001,128,0.31721577
[64],linear,1,0.001,256,0.48300785
[64],linear,1,0.001,512,0.568294
[64],linear,1,0.0001,16,0.3040072
[64],linear,1,0.0001,32,0.41159427
[64],linear,1,0.0001,64,0.5521766
[64],linear,1,0.0001,128,0.34936652
[64],linear,1,0.0001,256,0.26254752
[64],linear,1,0.0001,512,0.36530375
[64],linear,10,10.0,16,
[64],linear,10,10.0,32,
[64],linear,10,10.0,64,
[64],linear,10,10.0,128,
[64],linear,10,10.0,256,
[64],linear,10,10.0,512,
[64],linear,10,1.0,16,
[64],linear,10,1.0,32,
[64],linear,10,1.0,64,
[64],linear,10,1.0,128,
[64],linear,10,1.0,256,
[64],linear,10,1.0,512,
[64],linear,10,0.1,16,0.019551948
[64],linear,10,0.1,32,0.0324814
[64],linear,10,0.1,64,0.018197918
[64],linear,10,0.1,128,0.016204672
[64],linear,10,0.1,256,0.018686637
[64],linear,10,0.1,512,0.016610002
[64],linear,10,0.01,16,0.016129382
[64],linear,10,0.01,32,0.015917301
[64],linear,10,0.01,64,0.015728286
[64],linear,10,0.01,128,0.0156678
[64],linear,10,0.01,256,0.015789546
[64],linear,10,0.01,512,0.01690687
[64],linear,10,0.001,16,0.01568193
[64],linear,10,0.001,32,0.01579737
[64],linear,10,0.001,64,0.016888535
[64],linear,10,0.001,128,0.027501011
[64],linear,10,0.001,256,0.05089327
[64],linear,10,0.001,512,0.14330164
[64],linear,10,0.0001,16,0.024139505
[64],linear,10,0.0001,32,0.077058464
[64],linear,10,0.0001,64,0.059592526
[64],linear,10,0.0001,128,0.22797556
[64],linear,10,0.0001,256,0.23928176
[64],linear,10,0.0001,512,0.2901713
[64],linear,25,10.0,16,
[64],linear,25,10.0,32,
[64],linear,25,10.0,64,
[64],linear,25,10.0,128,
[64],linear,25,10.0,256,
[64],linear,25,10.0,512,
[64],linear,25,1.0,16,
[64],linear,25,1.0,32,
[64],linear,25,1.0,64,
[64],linear,25,1.0,128,
[64],linear,25,1.0,256,
[64],linear,25,1.0,512,
[64],linear,25,0.1,16,0.020089556
[64],linear,25,0.1,32,0.06508924
[64],linear,25,0.1,64,0.0163388
[64],linear,25,0.1,128,0.018347465
[64],linear,25,0.1,256,0.020243784
[64],linear,25,0.1,512,0.017325781
[64],linear,25,0.01,16,0.017199188
[64],linear,25,0.01,32,0.015974855
[64],linear,25,0.01,64,0.01588779
[64],linear,25,0.01,128,0.015685182
[64],linear,25,0.01,256,0.015688548
[64],linear,25,0.01,512,0.015724225
[64],linear,25,0.001,16,0.015742322
[64],linear,25,0.001,32,0.015650786
[64],linear,25,0.001,64,0.015739432
[64],linear,25,0.001,128,0.01672509
[64],linear,25,0.001,256,0.020088935
[64],linear,25,0.001,512,0.042296402
[64],linear,25,0.0001,16,0.017852861
[64],linear,25,0.0001,32,0.023656255
[64],linear,25,0.0001,64,0.06463608
[64],linear,25,0.0001,128,0.1318787
[64],linear,25,0.0001,256,0.23794824
[64],linear,25,0.0001,512,0.14924183
[64],linear,50,10.0,16,
[64],linear,50,10.0,32,
[64],linear,50,10.0,64,
[64],linear,50,10.0,128,
[64],linear,50,10.0,256,
[64],linear,50,10.0,512,
[64],linear,50,1.0,16,
[64],linear,50,1.0,32,
[64],linear,50,1.0,64,
[64],linear,50,1.0,128,
[64],linear,50,1.0,256,
[64],linear,50,1.0,512,
[64],linear,50,0.1,16,0.018088743
[64],linear,50,0.1,32,0.023313258
[64],linear,50,0.1,64,0.017621234
[64],linear,50,0.1,128,0.01738228
[64],linear,50,0.1,256,0.01692455
[64],linear,50,0.1,512,0.01573421
[64],linear,50,0.01,16,0.015970152
[64],linear,50,0.01,32,0.015912019
[64],linear,50,0.01,64,0.01571444
[64],linear,50,0.01,128,0.015744366
[64],linear,50,0.01,256,0.015664674
[64],linear,50,0.01,512,0.015696408
[64],linear,50,0.001,16,0.015744116
[64],linear,50,0.001,32,0.015669273
[64],linear,50,0.001,64,0.015650215
[64],linear,50,0.001,128,0.015747765
[64],linear,50,0.001,256,0.016196743
[64],linear,50,0.001,512,0.018551819
[64],linear,50,0.0001,16,0.015797794
[64],linear,50,0.0001,32,0.016523723
[64],linear,50,0.0001,64,0.028458558
[64],linear,50,0.0001,128,0.045377534
[64],linear,50,0.0001,256,0.083987206
[64],linear,50,0.0001,512,0.1627297
[64],linear,100,10.0,16,
[64],linear,100,10.0,32,
[64],linear,100,10.0,64,
[64],linear,100,10.0,128,
[64],linear,100,10.0,256,
[64],linear,100,10.0,512,
[64],linear,100,1.0,16,
[64],linear,100,1.0,32,
[64],linear,100,1.0,64,
[64],linear,100,1.0,128,
[64],linear,100,1.0,256,
[64],linear,100,1.0,512,
[64],linear,100,0.1,16,0.016762499
[64],linear,100,0.1,32,0.01630657
[64],linear,100,0.1,64,0.016393378
[64],linear,100,0.1,128,0.016146341
[64],linear,100,0.1,256,0.016512604
[64],linear,100,0.1,512,0.015795141
[64],linear,100,0.01,16,0.015839567
[64],linear,100,0.01,32,0.015753772
[64],linear,100,0.01,64,0.01568341
[64],linear,100,0.01,128,0.015670955
[64],linear,100,0.01,256,0.01568206
[64],linear,100,0.01,512,0.015693983
[64],linear,100,0.001,16,0.01565409
[64],linear,100,0.001,32,0.015645308
[64],linear,100,0.001,64,0.015665848
[64],linear,100,0.001,128,0.015705027
[64],linear,100,0.001,256,0.015684877
[64],linear,100,0.001,512,0.018586623
[64],linear,100,0.0001,16,0.015705185
[64],linear,100,0.0001,32,0.015738504
[64],linear,100,0.0001,64,0.016111897
[64],linear,100,0.0001,128,0.021725612
[64],linear,100,0.0001,256,0.061677136
[64],linear,100,0.0001,512,0.102805205
[64],linear,250,10.0,16,
[64],linear,250,10.0,32,
[64],linear,250,10.0,64,
[64],linear,250,10.0,128,
[64],linear,250,10.0,256,
[64],linear,250,10.0,512,
[64],linear,250,1.0,16,
[64],linear,250,1.0,32,
[64],linear,250,1.0,64,
[64],linear,250,1.0,128,
[64],linear,250,1.0,256,
[64],linear,250,1.0,512,
[64],linear,250,0.1,16,0.015747651
[64],linear,250,0.1,32,0.017554987
[64],linear,250,0.1,64,0.016527856
[64],linear,250,0.1,128,0.016212918
[64],linear,250,0.1,256,0.016496068
[64],linear,250,0.1,512,0.01583593
[64],linear,250,0.01,16,0.015725547
[64],linear,250,0.01,32,0.015729986
[64],linear,250,0.01,64,0.015662802
[64],linear,250,0.01,128,0.01612507
[64],linear,250,0.01,256,0.015663484
[64],linear,250,0.01,512,0.015647026
[64],linear,250,0.001,16,0.01565925
[64],linear,250,0.001,32,0.015644398
[64],linear,250,0.001,64,0.015643556
[64],linear,250,0.001,128,0.015988762
[64],linear,250,0.001,256,0.015659
[64],linear,250,0.001,512,0.015721241
[64],linear,250,0.0001,16,0.015709579
[64],linear,250,0.0001,32,0.015708711
[64],linear,250,0.0001,64,0.015846694
[64],linear,250,0.0001,128,0.016055886
[64],linear,250,0.0001,256,0.024193872
[64],linear,250,0.0001,512,0.04823987
[64],sigmoid,1,10.0,16,
[64],sigmoid,1,10.0,32,
[64],sigmoid,1,10.0,64,
[64],sigmoid,1,10.0,128,
[64],sigmoid,1,10.0,256,
[64],sigmoid,1,10.0,512,2.817123e+30
[64],sigmoid,1,1.0,16,
[64],sigmoid,1,1.0,32,
[64],sigmoid,1,1.0,64,
[64],sigmoid,1,1.0,128,
[64],sigmoid,1,1.0,256,
[64],sigmoid,1,1.0,512,9.5292025e+22
[64],sigmoid,1,0.1,16,0.06406223
[64],sigmoid,1,0.1,32,0.023415625
[64],sigmoid,1,0.1,64,0.03615512
[64],sigmoid,1,0.1,128,0.053249285
[64],sigmoid,1,0.1,256,0.07649567
[64],sigmoid,1,0.1,512,0.24826919
[64],sigmoid,1,0.01,16,0.01967395
[64],sigmoid,1,0.01,32,0.023176184
[64],sigmoid,1,0.01,64,0.02296495
[64],sigmoid,1,0.01,128,0.027826006
[64],sigmoid,1,0.01,256,0.023385035
[64],sigmoid,1,0.01,512,0.026106391
[64],sigmoid,1,0.001,16,0.030632405
[64],sigmoid,1,0.001,32,0.024503259
[64],sigmoid,1,0.001,64,0.02556502
[64],sigmoid,1,0.001,128,0.051942933
[64],sigmoid,1,0.001,256,0.029163618
[64],sigmoid,1,0.001,512,0.030811828
[64],sigmoid,1,0.0001,16,0.026537875
[64],sigmoid,1,0.0001,32,0.037745345
[64],sigmoid,1,0.0001,64,0.7481766
[64],sigmoid,1,0.0001,128,0.043786816
[64],sigmoid,1,0.0001,256,0.54592025
[64],sigmoid,1,0.0001,512,0.61859053
[64],sigmoid,10,10.0,16,
[64],sigmoid,10,10.0,32,
[64],sigmoid,10,10.0,64,
[64],sigmoid,10,10.0,128,
[64],sigmoid,10,10.0,256,
[64],sigmoid,10,10.0,512,
[64],sigmoid,10,1.0,16,
[64],sigmoid,10,1.0,32,
[64],sigmoid,10,1.0,64,
[64],sigmoid,10,1.0,128,
[64],sigmoid,10,1.0,256,
[64],sigmoid,10,1.0,512,
[64],sigmoid,10,0.1,16,0.019847712
[64],sigmoid,10,0.1,32,0.016610807
[64],sigmoid,10,0.1,64,0.016378732
[64],sigmoid,10,0.1,128,0.019011457
[64],sigmoid,10,0.1,256,0.020832838
[64],sigmoid,10,0.1,512,0.02464882
[64],sigmoid,10,0.01,16,0.016040519
[64],sigmoid,10,0.01,32,0.017196354
[64],sigmoid,10,0.01,64,0.01679893
[64],sigmoid,10,0.01,128,0.017247578
[64],sigmoid,10,0.01,256,0.021750022
[64],sigmoid,10,0.01,512,0.021168027
[64],sigmoid,10,0.001,16,0.017758247
[64],sigmoid,10,0.001,32,0.020799883
[64],sigmoid,10,0.001,64,0.019385459
[64],sigmoid,10,0.001,128,0.027348984
[64],sigmoid,10,0.001,256,0.021923997
[64],sigmoid,10,0.001,512,0.02207486
[64],sigmoid,10,0.0001,16,0.021779396
[64],sigmoid,10,0.0001,32,0.024435671
[64],sigmoid,10,0.0001,64,0.023880843
[64],sigmoid,10,0.0001,128,0.042431638
[64],sigmoid,10,0.0001,256,0.050696682
[64],sigmoid,10,0.0001,512,0.09926793
[64],sigmoid,25,10.0,16,
[64],sigmoid,25,10.0,32,
[64],sigmoid,25,10.0,64,
[64],sigmoid,25,10.0,128,
[64],sigmoid,25,10.0,256,
[64],sigmoid,25,10.0,512,
[64],sigmoid,25,1.0,16,
[64],sigmoid,25,1.0,32,
[64],sigmoid,25,1.0,64,
[64],sigmoid,25,1.0,128,
[64],sigmoid,25,1.0,256,
[64],sigmoid,25,1.0,512,
[64],sigmoid,25,0.1,16,0.018456668
[64],sigmoid,25,0.1,32,0.015369504
[64],sigmoid,25,0.1,64,0.017385084
[64],sigmoid,25,0.1,128,0.016292088
[64],sigmoid,25,0.1,256,0.017478267
[64],sigmoid,25,0.1,512,0.017514221
[64],sigmoid,25,0.01,16,0.022380983
[64],sigmoid,25,0.01,32,0.016778054
[64],sigmoid,25,0.01,64,0.015889999
[64],sigmoid,25,0.01,128,0.016333638
[64],sigmoid,25,0.01,256,0.017305726
[64],sigmoid,25,0.01,512,0.021313544
[64],sigmoid,25,0.001,16,0.016351998
[64],sigmoid,25,0.001,32,0.017703312
[64],sigmoid,25,0.001,64,0.018565308
[64],sigmoid,25,0.001,128,0.021925543
[64],sigmoid,25,0.001,256,0.019646553
[64],sigmoid,25,0.001,512,0.02750248
[64],sigmoid,25,0.0001,16,0.025789147
[64],sigmoid,25,0.0001,32,0.020990942
[64],sigmoid,25,0.0001,64,0.030883983
[64],sigmoid,25,0.0001,128,0.02274075
[64],sigmoid,25,0.0001,256,0.046173126
[64],sigmoid,25,0.0001,512,0.038524393
[64],sigmoid,50,10.0,16,
[64],sigmoid,50,10.0,32,
[64],sigmoid,50,10.0,64,
[64],sigmoid,50,10.0,128,
[64],sigmoid,50,10.0,256,
[64],sigmoid,50,10.0,512,
[64],sigmoid,50,1.0,16,
[64],sigmoid,50,1.0,32,
[64],sigmoid,50,1.0,64,
[64],sigmoid,50,1.0,128,
[64],sigmoid,50,1.0,256,
[64],sigmoid,50,1.0,512,
[64],sigmoid,50,0.1,16,0.046275865
[64],sigmoid,50,0.1,32,0.080263495
[64],sigmoid,50,0.1,64,0.0151111325
[64],sigmoid,50,0.1,128,0.01560748
[64],sigmoid,50,0.1,256,0.016712258
[64],sigmoid,50,0.1,512,0.017132685
[64],sigmoid,50,0.01,16,0.016428659
[64],sigmoid,50,0.01,32,0.01612498
[64],sigmoid,50,0.01,64,0.015634356
[64],sigmoid,50,0.01,128,0.015945917
[64],sigmoid,50,0.01,256,0.016302437
[64],sigmoid,50,0.01,512,0.017755337
[64],sigmoid,50,0.001,16,0.015941571
[64],sigmoid,50,0.001,32,0.016353352
[64],sigmoid,50,0.001,64,0.01853848
[64],sigmoid,50,0.001,128,0.021753121
[64],sigmoid,50,0.001,256,0.019988239
[64],sigmoid,50,0.001,512,0.025919877
[64],sigmoid,50,0.0001,16,0.019987961
[64],sigmoid,50,0.0001,32,0.02317554
[64],sigmoid,50,0.0001,64,0.028477214
[64],sigmoid,50,0.0001,128,0.02409727
[64],sigmoid,50,0.0001,256,0.026247539
[64],sigmoid,50,0.0001,512,0.05812639
[64],sigmoid,100,10.0,16,
[64],sigmoid,100,10.0,32,
[64],sigmoid,100,10.0,64,
[64],sigmoid,100,10.0,128,
[64],sigmoid,100,10.0,256,
[64],sigmoid,100,10.0,512,
[64],sigmoid,100,1.0,16,
[64],sigmoid,100,1.0,32,
[64],sigmoid,100,1.0,64,
[64],sigmoid,100,1.0,128,
[64],sigmoid,100,1.0,256,
[64],sigmoid,100,1.0,512,
[64],sigmoid,100,0.1,16,0.013443
[64],sigmoid,100,0.1,32,0.014780738
[64],sigmoid,100,0.1,64,0.01485063
[64],sigmoid,100,0.1,128,0.015258203
[64],sigmoid,100,0.1,256,0.017783344
[64],sigmoid,100,0.1,512,0.017641885
[64],sigmoid,100,0.01,16,0.015883781
[64],sigmoid,100,0.01,32,0.017917346
[64],sigmoid,100,0.01,64,0.015672047
[64],sigmoid,100,0.01,128,0.015922809
[64],sigmoid,100,0.01,256,0.015824143
[64],sigmoid,100,0.01,512,0.016195372
[64],sigmoid,100,0.001,16,0.015658487
[64],sigmoid,100,0.001,32,0.015894154
[64],sigmoid,100,0.001,64,0.01621292
[64],sigmoid,100,0.001,128,0.018194739
[64],sigmoid,100,0.001,256,0.019218288
[64],sigmoid,100,0.001,512,0.02455683
[64],sigmoid,100,0.0001,16,0.018615512
[64],sigmoid,100,0.0001,32,0.020451669
[64],sigmoid,100,0.0001,64,0.02750551
[64],sigmoid,100,0.0001,128,0.023418954
[64],sigmoid,100,0.0001,256,0.023616372
[64],sigmoid,100,0.0001,512,0.02128937
[64],sigmoid,250,10.0,16,
[64],sigmoid,250,10.0,32,
[64],sigmoid,250,10.0,64,
[64],sigmoid,250,10.0,128,
[64],sigmoid,250,10.0,256,
[64],sigmoid,250,10.0,512,
[64],sigmoid,250,1.0,16,
[64],sigmoid,250,1.0,32,
[64],sigmoid,250,1.0,64,
[64],sigmoid,250,1.0,128,
[64],sigmoid,250,1.0,256,
[64],sigmoid,250,1.0,512,
[64],sigmoid,250,0.1,16,0.016603366
[64],sigmoid,250,0.1,32,0.013419959
[64],sigmoid,250,0.1,64,0.013876828
[64],sigmoid,250,0.1,128,0.014697848
[64],sigmoid,250,0.1,256,0.015149163
[64],sigmoid,250,0.1,512,0.015695486
[64],sigmoid,250,0.01,16,0.015181034
[64],sigmoid,250,0.01,32,0.023314295
[64],sigmoid,250,0.01,64,0.015525301
[64],sigmoid,250,0.01,128,0.015690085
[64],sigmoid,250,0.01,256,0.015751062
[64],sigmoid,250,0.01,512,0.015853025
[64],sigmoid,250,0.001,16,0.015646499
[64],sigmoid,250,0.001,32,0.015699292
[64],sigmoid,250,0.001,64,0.015871897
[64],sigmoid,250,0.001,128,0.0164383
[64],sigmoid,250,0.001,256,0.016993117
[64],sigmoid,250,0.001,512,0.017625086
[64],sigmoid,250,0.0001,16,0.016530203
[64],sigmoid,250,0.0001,32,0.02054072
[64],sigmoid,250,0.0001,64,0.020165455
[64],sigmoid,250,0.0001,128,0.02017438
[64],sigmoid,250,0.0001,256,0.026296282
[64],sigmoid,250,0.0001,512,0.03275435
[64],relu,1,10.0,16,
[64],relu,1,10.0,32,
[64],relu,1,10.0,64,
[64],relu,1,10.0,128,
[64],relu,1,10.0,256,
[64],relu,1,10.0,512,
[64],relu,1,1.0,16,
[64],relu,1,1.0,32,
[64],relu,1,1.0,64,
[64],relu,1,1.0,128,
[64],relu,1,1.0,256,
[64],relu,1,1.0,512,
[64],relu,1,0.1,16,0.052571595
[64],relu,1,0.1,32,0.018218651
[64],relu,1,0.1,64,0.019715406
[64],relu,1,0.1,128,0.023234459
[64],relu,1,0.1,256,0.024966288
[64],relu,1,0.1,512,0.024779957
[64],relu,1,0.01,16,0.021683885
[64],relu,1,0.01,32,0.026799941
[64],relu,1,0.01,64,0.03159687
[64],relu,1,0.01,128,0.045409463
[64],relu,1,0.01,256,0.060314953
[64],relu,1,0.01,512,0.108303234
[64],relu,1,0.001,16,0.038364075
[64],relu,1,0.001,32,0.044078905
[64],relu,1,0.001,64,0.08758015
[64],relu,1,0.001,128,0.20034021
[64],relu,1,0.001,256,0.15842837
[64],relu,1,0.001,512,0.052418258
[64],relu,1,0.0001,16,0.31673813
[64],relu,1,0.0001,32,0.078638114
[64],relu,1,0.0001,64,0.2697896
[64],relu,1,0.0001,128,0.083322346
[64],relu,1,0.0001,256,0.23449415
[64],relu,1,0.0001,512,0.2928847
[64],relu,10,10.0,16,
[64],relu,10,10.0,32,
[64],relu,10,10.0,64,
[64],relu,10,10.0,128,
[64],relu,10,10.0,256,
[64],relu,10,10.0,512,
[64],relu,10,1.0,16,
[64],relu,10,1.0,32,
[64],relu,10,1.0,64,
[64],relu,10,1.0,128,
[64],relu,10,1.0,256,
[64],relu,10,1.0,512,
[64],relu,10,0.1,16,0.014600717
[64],relu,10,0.1,32,0.021907534
[64],relu,10,0.1,64,0.014327449
[64],relu,10,0.1,128,0.01486938
[64],relu,10,0.1,256,0.016426887
[64],relu,10,0.1,512,0.01583686
[64],relu,10,0.01,16,0.014671251
[64],relu,10,0.01,32,0.015338164
[64],relu,10,0.01,64,0.018153952
[64],relu,10,0.01,128,0.019003643
[64],relu,10,0.01,256,0.023732286
[64],relu,10,0.01,512,0.031238846
[64],relu,10,0.001,16,0.02217975
[64],relu,10,0.001,32,0.028323041
[64],relu,10,0.001,64,0.029631777
[64],relu,10,0.001,128,0.049685214
[64],relu,10,0.001,256,0.06647853
[64],relu,10,0.001,512,0.047851514
[64],relu,10,0.0001,16,0.03422909
[64],relu,10,0.0001,32,0.047002863
[64],relu,10,0.0001,64,0.16503365
[64],relu,10,0.0001,128,0.3304776
[64],relu,10,0.0001,256,0.29806548
[64],relu,10,0.0001,512,0.12927122
[64],relu,25,10.0,16,
[64],relu,25,10.0,32,
[64],relu,25,10.0,64,
[64],relu,25,10.0,128,
[64],relu,25,10.0,256,
[64],relu,25,10.0,512,
[64],relu,25,1.0,16,
[64],relu,25,1.0,32,
[64],relu,25,1.0,64,
[64],relu,25,1.0,128,
[64],relu,25,1.0,256,
[64],relu,25,1.0,512,
[64],relu,25,0.1,16,0.013402787
[64],relu,25,0.1,32,0.028916437
[64],relu,25,0.1,64,0.013555107
[64],relu,25,0.1,128,0.015274487
[64],relu,25,0.1,256,0.015615978
[64],relu,25,0.1,512,0.0152968
[64],relu,25,0.01,16,0.013801653
[64],relu,25,0.01,32,0.014562712
[64],relu,25,0.01,64,0.015603386
[64],relu,25,0.01,128,0.01618523
[64],relu,25,0.01,256,0.019846095
[64],relu,25,0.01,512,0.025323827
[64],relu,25,0.001,16,0.01705647
[64],relu,25,0.001,32,0.020412253
[64],relu,25,0.001,64,0.024322348
[64],relu,25,0.001,128,0.03418238
[64],relu,25,0.001,256,0.038230047
[64],relu,25,0.001,512,0.04339566
[64],relu,25,0.0001,16,0.03353751
[64],relu,25,0.0001,32,0.044846665
[64],relu,25,0.0001,64,0.068752065
[64],relu,25,0.0001,128,0.10606233
[64],relu,25,0.0001,256,0.12083862
[64],relu,25,0.0001,512,0.14267747
[64],relu,50,10.0,16,
[64],relu,50,10.0,32,
[64],relu,50,10.0,64,
[64],relu,50,10.0,128,
[64],relu,50,10.0,256,
[64],relu,50,10.0,512,
[64],relu,50,1.0,16,
[64],relu,50,1.0,32,
[64],relu,50,1.0,64,
[64],relu,50,1.0,128,
[64],relu,50,1.0,256,
[64],relu,50,1.0,512,
[64],relu,50,0.1,16,0.012063786
[64],relu,50,0.1,32,0.012765153
[64],relu,50,0.1,64,0.013298589
[64],relu,50,0.1,128,0.013832865
[64],relu,50,0.1,256,0.013878772
[64],relu,50,0.1,512,0.014273061
[64],relu,50,0.01,16,0.013513228
[64],relu,50,0.01,32,0.014615444
[64],relu,50,0.01,64,0.014275442
[64],relu,50,0.01,128,0.015408945
[64],relu,50,0.01,256,0.016875058
[64],relu,50,0.01,512,0.019707443
[64],relu,50,0.001,16,0.015659325
[64],relu,50,0.001,32,0.017631173
[64],relu,50,0.001,64,0.020153623
[64],relu,50,0.001,128,0.021906232
[64],relu,50,0.001,256,0.030037798
[64],relu,50,0.001,512,0.046274573
[64],relu,50,0.0001,16,0.02679757
[64],relu,50,0.0001,32,0.03809978
[64],relu,50,0.0001,64,0.04111388
[64],relu,50,0.0001,128,0.10697075
[64],relu,50,0.0001,256,0.08344561
[64],relu,50,0.0001,512,0.12018044
[64],relu,100,10.0,16,
[64],relu,100,10.0,32,
[64],relu,100,10.0,64,
[64],relu,100,10.0,128,
[64],relu,100,10.0,256,
[64],relu,100,10.0,512,
[64],relu,100,1.0,16,
[64],relu,100,1.0,32,
[64],relu,100,1.0,64,
[64],relu,100,1.0,128,
[64],relu,100,1.0,256,
[64],relu,100,1.0,512,
[64],relu,100,0.1,16,0.018541211
[64],relu,100,0.1,32,0.025742639
[64],relu,100,0.1,64,0.012494189
[64],relu,100,0.1,128,0.013021694
[64],relu,100,0.1,256,0.013318375
[64],relu,100,0.1,512,0.013810366
[64],relu,100,0.01,16,0.013223221
[64],relu,100,0.01,32,0.013583503
[64],relu,100,0.01,64,0.013858909
[64],relu,100,0.01,128,0.014538274
[64],relu,100,0.01,256,0.015220621
[64],relu,100,0.01,512,0.016336925
[64],relu,100,0.001,16,0.014461853
[64],relu,100,0.001,32,0.015343201
[64],relu,100,0.001,64,0.017323289
[64],relu,100,0.001,128,0.021365296
[64],relu,100,0.001,256,0.02774287
[64],relu,100,0.001,512,0.039301693
[64],relu,100,0.0001,16,0.023200547
[64],relu,100,0.0001,32,0.030116782
[64],relu,100,0.0001,64,0.03531284
[64],relu,100,0.0001,128,0.043729004
[64],relu,100,0.0001,256,0.07452794
[64],relu,100,0.0001,512,0.09227725
[64],relu,250,10.0,16,
[64],relu,250,10.0,32,
[64],relu,250,10.0,64,
[64],relu,250,10.0,128,
[64],relu,250,10.0,256,
[64],relu,250,10.0,512,
[64],relu,250,1.0,16,
[64],relu,250,1.0,32,
[64],relu,250,1.0,64,
[64],relu,250,1.0,128,
[64],relu,250,1.0,256,
[64],relu,250,1.0,512,
[64],relu,250,0.1,16,0.010208544
[64],relu,250,0.1,32,0.02644324
[64],relu,250,0.1,64,0.011872155
[64],relu,250,0.1,128,0.012430477
[64],relu,250,0.1,256,0.012567178
[64],relu,250,0.1,512,0.013292106
[64],relu,250,0.01,16,0.012413442
[64],relu,250,0.01,32,0.01308034
[64],relu,250,0.01,64,0.013170757
[64],relu,250,0.01,128,0.013529806
[64],relu,250,0.01,256,0.014286909
[64],relu,250,0.01,512,0.015314777
[64],relu,250,0.001,16,0.014005372
[64],relu,250,0.001,32,0.014115043
[64],relu,250,0.001,64,0.015296091
[64],relu,250,0.001,128,0.016183786
[64],relu,250,0.001,256,0.01951962
[64],relu,250,0.001,512,0.023526622
[64],relu,250,0.0001,16,0.016753996
[64],relu,250,0.0001,32,0.019643793
[64],relu,250,0.0001,64,0.024821136
[64],relu,250,0.0001,128,0.038631722
[64],relu,250,0.0001,256,0.034166086
[64],relu,250,0.0001,512,0.04586544
[64],softmax,1,10.0,16,
[64],softmax,1,10.0,32,
[64],softmax,1,10.0,64,
[64],softmax,1,10.0,128,
[64],softmax,1,10.0,256,
[64],softmax,1,10.0,512,3.356827e+26
[64],softmax,1,1.0,16,
[64],softmax,1,1.0,32,11.951176
